,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
16,500033,FORCEMOT,FORCE MOTORS LTD.-$,Active,A,10.0,INE451A01017,Cars & Utility Vehicles,Equity,"3,741.85","3,691.50","1,612.50","1,084.90","1,361.15","1,365.45"
17,500034,BAJFINANCE,Bajaj Finance Limited,Active,A,2.0,INE296A01024,Finance (including NBFCs),Equity,839.25,"1,756.80","2,641.15","4,235.10","5,296.00","5,080.70"
18,500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A,1.0,INE119A01028,Sugar,Equity,124.75,132.35,101.80,183.35,172.15,172.05
19,500039,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2.0,INE213C01025,Auto Parts & Equipment,Equity,188.50,260.25,183.65,107.35,147.45,142.60
20,500040,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A,10.0,INE055A01016,Paper & Paper Products,Equity,797.55,"1,435.45",922.40,477.15,411.25,416.60
21,500041,BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,A,10.0,INE459A01010,Sugar,Equity,"1,831.00","2,130.20","1,513.30","1,176.85","1,416.70","1,475.05"
22,500042,BASF,BASF INDIA LTD.,Active,A,10.0,INE373A01013,Specialty Chemicals,Equity,"1,151.55","2,138.70","1,543.65",987.65,"1,627.45","1,707.65"
23,500043,BATAINDIA,BATA INDIA LTD.,Active,A,5.0,INE176A01028,Footwear,Equity,448.30,747.00,"1,133.40","1,750.70","1,578.85","1,648.55"
24,500048,BEML,BEML LTD.,Active,A,10.0,INE258A01016,Commercial Vehicles,Equity,"1,000.70","1,617.65",905.00,983.60,968.10,983.60
25,500049,BEL,BHARAT ELECTRONICS LTD.,Active,A,1.0,INE263A01024,Defence,Equity,"1,374.30",182.05,87.95,100.10,120.00,132.05
26,500052,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,A,1.0,INE922A01025,Specialty Chemicals,Equity,22.35,187.95,88.15,51.90,145.80,158.80
27,500055,TATASTLBSL,Tata Steel Bsl Ltd,Active,B,2.0,INE824B01021,Iron & Steel/Interm.Products,Equity,40.50,70.00,39.60,29.80,39.80,44.30
28,500060,BIRLACABLE,Birla Cable Ltd,Active,B,10.0,INE800A01015,Other Elect.Equip./ Prod.,Equity,38.70,64.75,196.80,61.05,56.95,67.50
29,500067,BLUESTARCO,BLUE STAR LTD.,Active,A,2.0,INE472A01039,Consumer Electronics,Equity,476.25,813.35,619.60,842.80,802.70,809.15
30,500068,DISAQ,DISA INDIA LTD.,Active,X,10.0,INE131C01011,Industrial Machinery,Equity,"4,255.00","6,250.00","5,350.00","4,882.00","4,212.35","4,050.00"
31,500069,BNKCAP,BNK CAPITAL MARKETS LTD.,Active,X,10.0,INE418C01012,Other Financial Services,Equity,37.90,127.30,101.00,70.00,103.95,101.00
32,500074,BPL,BPL LTD.,Active,B,10.0,INE110A01019,Consumer Electronics,Equity,62.80,110.70,41.20,19.05,23.00,23.65
33,500078,OAL,Oriental Aromatics Ltd-$,Active,B,5.0,INE959C01023,Specialty Chemicals,Equity,700.05,"1,233.75",295.20,174.70,555.70,570.35
34,500083,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,T,1.0,INE281A01026,Aluminium,Equity,7.24,6.52,8.06,2.53,5.17,5.20
35,500084,CESC,CESC LTD.,Active,A,10.0,INE486A01013,Electric Utilities,Equity,636.75,"1,047.85",668.60,737.25,614.30,623.20
36,500085,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10.0,INE085A01013,Fertilizers,Equity,71.10,152.25,147.90,152.05,228.15,239.90
37,500086,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A,1.0,INE302A01020,Auto Parts & Equipment,Equity,180.00,222.85,267.05,186.50,191.35,198.25
38,500087,CIPLA,CIPLA LTD.,Active,A,2.0,INE059A01026,Pharmaceuticals,Equity,568.20,607.15,520.00,478.45,819.85,838.35
39,500089,DICIND,DIC INDIA LTD.,Active,B,10.0,INE303A01010,Specialty Chemicals,Equity,446.10,566.80,371.50,325.35,413.10,403.20
40,500092,CRISIL,CRISIL LTD.,Active,A,1.0,INE007A01025,Other Financial Services,Equity,"2,210.50","1,872.75","1,618.95","1,910.25","1,922.85","1,952.45"
41,500093,CGPOWER,CG Power and Industrial Solutions Ltd,Active,B,2.0,INE067A01029,Heavy Electrical Equipment,Equity,59.30,92.85,45.05,10.82,44.85,42.90
42,500096,DABUR,DABUR INDIA LTD.,Active,A,1.0,INE016A01026,Personal Products,Equity,277.05,348.60,431.00,458.40,534.00,539.80
43,500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,A,2.0,INE495A01022,Sugar,Equity,135.70,133.45,91.95,105.00,143.80,142.55
44,500101,ARVIND,ARVIND LTD.,Active,A,10.0,INE034A01011,Textiles,Equity,352.80,450.10,98.05,39.90,46.75,51.05
45,500102,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,Z,2.0,INE294A01037,Paper & Paper Products,Equity,15.50,18.02,5.48,0.43,1.33,1.24
46,500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2.0,INE257A01026,Heavy Electrical Equipment,Equity,121.05,92.60,73.00,43.45,35.90,39.35
47,500104,HINDPETRO*,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10.0,INE094A01015,Refineries/ Petro-Products,Equity,441.20,416.30,253.25,264.45,217.90,225.50
48,500106,IFCI,IFCI LTD.,Active,A,10.0,INE039A01010,Financial Institutions,Equity,27.20,30.90,14.98,6.62,9.15,10.17
49,500108,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B,10.0,INE153A01019,Telecom Services,Equity,20.30,24.95,16.19,9.47,13.83,14.14
50,500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10.0,INE103A01014,Refineries/ Petro-Products,Equity,97.85,128.50,75.75,44.80,35.45,38.65
51,500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A,10.0,INE178A01016,Refineries/ Petro-Products,Equity,273.80,429.00,297.35,123.85,106.65,110.75
52,500111,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,T,10.0,INE013A01015,Finance (including NBFCs),Equity,431.00,578.70,229.65,14.75,12.03,11.46
53,500112,SBIN,STATE BANK OF INDIA,Active,A,1.0,INE062A01020,Banks,Equity,249.75,309.50,295.65,333.70,274.75,286.00
54,500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A,10.0,INE114A01011,Iron & Steel/Interm.Products,Equity,49.20,92.15,56.45,42.90,74.10,77.05
55,500114,TITAN,Titan Company Limited,Active,A,1.0,INE280A01028,Other Apparels & Accessories,Equity,325.75,856.00,929.95,"1,187.60","1,567.50","1,549.20"
56,500116,IDBI,IDBI BANK LTD.,Active,A,10.0,INE008A01015,Banks,Equity,69.40,59.85,61.30,37.00,31.10,31.55
57,500117,DCW,DCW LTD.,Active,B,2.0,INE500A01029,Petrochemicals,Equity,29.30,42.45,18.40,14.47,19.29,18.75
58,500119,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,A,10.0,INE041A01016,Sugar,Equity,131.20,215.60,159.65,232.40,168.60,171.00
59,500120,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Active,X,10.0,INE591D01014,Specialty Chemicals,Equity,56.50,104.15,130.80,130.55,332.35,377.30
60,500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,A,10.0,INE280B01018,Commodity Chemicals,Equity,"1,818.05","2,249.75","2,251.85","2,471.65","2,755.30","3,064.80"
61,500124,DRREDDY,DR.REDDY'S LABORATORIES LTD.,Active,A,5.0,INE089A01023,Pharmaceuticals,Equity,"3,058.50","2,414.40","2,617.00","2,877.15","5,204.10","5,337.30"
62,500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,A,1.0,INE126A01031,Sugar,Equity,256.45,370.05,206.40,201.55,344.00,331.90
63,500126,PGHL,Procter & Gamble Health Ltd,Active,A,10.0,INE199A01012,Pharmaceuticals,Equity,997.50,"1,288.65","3,084.20","4,352.30","6,814.45","6,953.35"
64,500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Active,B,1.0,INE086A01029,Construction & Engineering,Equity,23.30,37.80,21.65,12.08,23.05,22.90
65,500133,ESABINDIA,ESAB INDIA LTD.,Active,A,10.0,INE284A01012,Other Industrial Goods,Equity,577.00,798.80,913.05,"1,289.45","1,898.25","1,778.45"
66,500135,EPL,EPL Ltd,Active,A,2.0,INE255A01020,Containers & Packaging,Equity,245.75,296.15,109.30,176.75,251.95,274.70
67,500136,ESTER,ESTER INDUSTRIES LTD.,Active,B,5.0,INE778B01029,Containers & Packaging,Equity,37.95,61.55,36.70,32.95,117.65,123.75
68,500142,FGP,FGP LTD.,Active,X,10.0,INE512A01016,Finance (including NBFCs),Equity,2.13,1.52,1.25,1.41,0.86,1.12
69,500143,PHCAP,PH CAPITAL LTD.,Active,X,10.0,INE160F01013,Comm.Trading  & Distribution,Equity,41.30,37.90,17.85,9.25,23.49,20.35
70,500144,FINCABLES,FINOLEX CABLES LTD.,Active,A,2.0,INE235A01022,Other Elect.Equip./ Prod.,Equity,414.70,707.40,451.15,370.75,342.60,420.95
71,500147,COCKERILL,John Cockerill India Ltd-$,Active,X,10.0,INE515A01019,Industrial Machinery,Equity,434.05,"1,274.10",987.65,938.35,787.50,832.70
72,500148,UFLEX,UFLEX LTD.,Active,A,10.0,INE516A01017,Containers & Packaging,Equity,272.80,486.30,282.15,201.60,376.30,370.95
73,500150,FOSECOIND,FOSECO INDIA LTD.,Active,B,10.0,INE519A01011,Commodity Chemicals,Equity,"1,270.80","1,984.05","1,429.95","1,305.90","1,311.35","1,364.45"
74,500151,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,B,10.0,INE973A01010,Cigarettes-Tobacco Products,Equity,62.05,52.35,41.90,27.60,53.15,52.15
75,500153,GANESHBE,GANESH BENZOPLAST LTD.,Active,X,1.0,INE388A01029,Commodity Chemicals,Equity,34.95,97.25,52.10,40.00,61.75,59.35
76,500155,GARDENSILK,GARDEN SILK MILLS LTD.,Active,B,10.0,INE526A01016,Textiles,Equity,29.05,42.65,23.60,11.74,13.07,10.07
77,500159,METROGLOBL,Metroglobal Limited,Active,X,10.0,INE085D01033,Paper & Paper Products,Equity,78.40,82.90,66.35,44.55,50.70,57.45
78,500160,GTL,GTL LTD.,Active,B,10.0,INE043A01012,Other Telecom Services,Equity,16.75,17.35,5.66,1.64,6.21,8.29
79,500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A,2.0,INE260B01028,Cigarettes-Tobacco Products,Equity,"1,021.00",986.55,888.70,"1,273.80",973.25,970.85
80,500164,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A,1.0,INE233A01035,Commodity Chemicals,Equity,430.50,605.60,546.15,424.90,422.95,431.40
81,500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A,1.0,INE531A01024,Furniture-Furnishing-Paints,Equity,319.90,573.05,489.30,516.85,606.60,619.10
82,500166,GOODRICKE,GOODRICKE GROUP LTD.,Active,X,10.0,INE300A01016,Tea & Coffee,Equity,214.80,463.80,304.30,199.00,277.10,264.15
83,500168,GOODYEAR,GOODYEAR INDIA LTD.,Active,A,10.0,INE533A01012,Auto Tyres & Rubber Products,Equity,665.25,"1,046.75",948.10,980.05,965.75,965.25
84,500170,GTNINDS,GTN INDUSTRIES LTD.,Active,T,10.0,INE537A01013,Textiles,Equity,13.10,19.15,10.56,6.06,13.40,14.71
85,500171,GHCL,GHCL LTD.,Active,A,10.0,INE539A01019,Commodity Chemicals,Equity,247.35,318.00,244.50,184.40,205.20,214.75
86,500173,GFLLIMITED,GFL Ltd,Active,A,1.0,INE538A01037,Industrial Gases,Equity,465.05,908.00,898.75,85.75,89.95,96.40
87,500174,GLFL,GUJARAT LEASE FINANCING LTD.,Active,B,10.0,INE540A01017,Finance (including NBFCs),Equity,2.08,1.58,2.13,1.56,2.40,3.00
88,500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,B,2.0,INE236A01020,Computer Hardware,Equity,57.65,58.00,25.05,7.04,8.74,9.68
89,500180,HDFCBANK,HDFC Bank Ltd,Active,A,1.0,INE040A01034,Banks,Equity,"1,204.20","1,873.55","2,122.45","1,271.80","1,436.75","1,431.85"
90,500182,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A,2.0,INE158A01026,2/3 Wheelers,Equity,"3,044.75","3,786.30","3,105.70","2,443.85","3,109.35","3,159.50"
91,500183,HFCL,HFCL Ltd,Active,A,1.0,INE548A01028,Telecom Cables,Equity,12.52,28.60,21.20,17.60,25.75,30.10
92,500184,HSCL,Himadri Speciality Chemical Ltd,Active,A,1.0,INE019C01026,Specialty Chemicals,Equity,33.30,153.95,131.00,60.70,43.80,50.65
93,500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A,1.0,INE549A01026,Construction & Engineering,Equity,39.70,40.95,13.24,10.06,9.04,9.07
94,500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A,10.0,INE345A01011,Exploration & Production,Equity,64.70,132.40,117.50,90.65,86.30,86.60
95,500187,HSIL,HSIL LTD.,Active,B,2.0,INE415A01038,Containers & Packaging,Equity,276.15,504.45,233.85,48.70,118.95,122.30
96,500188,HINDZINC,HINDUSTAN ZINC LTD.,Active,A,2.0,INE267A01025,Zinc,Equity,255.45,309.00,277.80,209.70,238.90,303.60
97,500189,NXTDIGITAL,Nxtdigital Ltd,Active,B,10.0,INE353A01023,Broadcasting & Cable TV,Equity,504.00,771.35,410.60,385.00,530.70,606.75
98,500191,HMT,HMT LTD.,Active,Z,10.0,INE262A01018,Commercial Vehicles,Equity,41.20,40.55,20.50,13.06,21.60,24.25
99,500192,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.0,INE962B01011,Textiles,Equity,4.43,4.23,3.10,2.64,2.23,2.31
100,500193,HLVLTD,HLV Ltd,Active,B,2.0,INE102A01024,Hotels,Equity,16.00,20.90,15.55,5.58,5.12,7.17
101,500199,IGPL,I G PETROCHEMICALS LTD.,Active,B,10.0,INE204A01010,Commodity Chemicals,Equity,230.75,743.75,416.65,167.80,423.10,387.15
102,500201,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A,10.0,INE560A01015,Commodity Chemicals,Equity,133.95,458.95,310.05,218.55,308.80,389.90
103,500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,X,10.0,INE333C01013,Finance (including NBFCs),Equity,8.29,4.65,8.25,7.75,8.75,10.02
104,500206,MARGOFIN,Margo Finance Limited,Active,X,10.0,INE680B01019,Finance (including NBFCs),Equity,9.99,13.23,12.87,7.49,8.50,7.60
105,500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B,10.0,INE156A01020,Textiles,Equity,29.65,43.75,31.05,26.05,41.90,40.40
106,500209,INFY,INFOSYS LTD.,Active,A,5.0,INE009A01021,IT Consulting & Software,Equity,"1,010.70","1,039.30",659.85,731.75,"1,255.85","1,311.80"
107,500210,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A,10.0,INE177A01018,Industrial Machinery,Equity,678.55,806.25,602.85,652.25,652.40,746.05
108,500211,INSILCO,INSILCO LTD.,Active,X,10.0,INE901A01011,Other Industrial Goods,Equity,24.90,29.10,20.00,11.69,10.34,10.61
109,500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10.0,INE898B01017,Finance (including NBFCs),Equity,29.40,40.00,29.00,22.05,23.35,24.40
110,500213,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10.0,INE262B01016,Travel Support Services,Equity,185.60,234.15,148.80,73.30,60.75,63.90
111,500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,A,10.0,INE570A01014,Industrial Machinery,Equity,291.40,599.70,372.40,797.20,906.60,"1,079.80"
112,500215,ATFL,AGRO TECH FOODS LTD.,Active,A,10.0,INE209A01019,Other Agricultural Products,Equity,461.70,711.20,604.75,626.00,899.30,850.10
113,500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A,2.0,INE175A01038,Plastic Products,Equity,88.10,125.80,69.70,7.96,19.05,22.15
114,500220,JASCH,JASCH INDUSTRIES LTD.,Active,X,10.0,INE711C01010,Textiles,Equity,47.70,70.80,52.85,33.00,45.70,47.15
115,500223,JCTLTD,JCT LTD.,Active,X,2.5,INE945A01026,Textiles,Equity,5.26,4.20,1.96,0.89,0.92,0.89
116,500227,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A,10.0,INE197D01010,Containers & Packaging,Equity,318.45,417.00,232.65,224.00,456.85,457.40
117,500228,JSWSTEEL,JSW STEEL LTD.,Active,A,1.0,INE019A01038,Iron & Steel/Interm.Products,Equity,"1,624.60",269.70,306.25,269.90,387.30,403.10
118,500231,UMANGDAIR,UMANG DAIRIES LTD.,Active,B,5.0,INE864B01027,Packaged Foods,Equity,72.55,81.45,59.00,41.10,64.05,66.70
119,500233,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A,1.0,INE217B01036,Furniture-Furnishing-Paints,Equity,465.30,728.95,492.85,525.25,703.20,727.05
120,500234,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B,10.0,INE437B01014,Cement & Cement Products,Equity,250.95,392.65,202.90,159.60,192.90,197.25
121,500235,KSL,KALYANI STEELS LTD.,Active,A,5.0,INE907A01026,Iron & Steel/Interm.Products,Equity,275.55,401.45,224.40,248.15,280.30,291.70
122,500236,KANELIND,Kanel Industries Limited,Active,X,10.0,INE252C01015,Comm.Trading  & Distribution,Equity,4.61,3.61,NA,0.68,0.46,0.56
123,500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A,10.0,INE716A01013,Consumer Electronics,Equity,897.45,"1,567.60","1,394.60","2,370.15","2,626.45","2,493.30"
124,500239,KGDENIM,KG DENIM LTD.,Active,X,10.0,INE104A01012,Textiles,Equity,79.10,80.70,43.60,18.15,27.20,28.10
125,500240,KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.0,INE266B01017,2/3 Wheelers,Equity,83.10,78.95,48.00,32.10,29.15,30.20
126,500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B,2.0,INE732A01036,Industrial Machinery,Equity,165.15,331.85,152.65,148.65,128.85,136.75
127,500243,KIRLOSIND,Kirloskar Industries Ltd,Active,B,10.0,INE250A01039,Industrial Machinery,Equity,824.00,"1,524.00",890.00,612.00,807.25,803.45
128,500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B,5.0,INE884B01025,Iron & Steel/Interm.Products,Equity,66.45,112.85,88.10,63.00,140.30,145.60
129,500246,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,X,10.0,INE601C01013,Industrial Machinery,Equity,26.35,18.95,47.25,28.50,29.55,28.60
130,500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A,5.0,INE237A01028,Banks,Equity,719.05,"1,009.10","1,254.75","1,684.50","1,995.40","1,970.50"
131,500248,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10.0,INE073A01019,Plastic Products,Equity,11.25,8.92,8.50,6.26,3.41,3.58
132,500249,KSB,KSB Ltd,Active,A,10.0,INE999A01015,Industrial Machinery,Equity,628.95,886.50,779.25,675.00,646.80,636.70
133,500250,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A,10.0,INE337A01034,Auto Parts & Equipment,Equity,538.85,"1,061.50",427.95,262.90,304.45,296.65
134,500251,TRENT,TRENT LTD.,Active,A,1.0,INE849A01020,Specialty Retail,Equity,201.05,336.95,361.50,527.15,687.90,695.80
135,500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A,10.0,INE269B01029,Industrial Machinery,Equity,"3,958.70","5,831.90","5,730.95","3,295.55","4,601.75","4,843.15"
136,500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A,2.0,INE115A01026,Housing Finance,Equity,559.45,563.25,488.50,434.10,361.20,442.20
137,500257,LUPIN,LUPIN LTD.,Active,A,2.0,INE326A01037,Pharmaceuticals,Equity,"1,483.70",884.65,845.60,764.90,976.70,"1,038.45"
138,500259,LYKALABS,LYKA LABS LTD.,Active,B,10.0,INE933A01014,Pharmaceuticals,Equity,53.45,64.30,30.10,19.65,31.25,29.00
139,500260,RAMCOCEM,The Ramco Cements Limited,Active,A,1.0,INE331A01037,Cement & Cement Products,Equity,546.30,785.80,639.35,754.60,796.15,852.30
140,500264,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X,10.0,INE270B01027,Textiles,Equity,279.00,300.80,129.95,63.00,116.35,117.15
141,500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A,5.0,INE271B01025,Construction & Engineering,Equity,240.10,509.75,484.35,377.85,319.95,319.55
142,500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A,10.0,INE288A01013,Investment Companies,Equity,"1,615.35","2,755.05","3,160.65","4,447.00","3,809.70","3,728.70"
143,500267,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X,10.0,INE201B01022,2/3 Wheelers,Equity,99.05,150.95,89.10,128.95,122.30,118.05
144,500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B,5.0,INE201A01024,Petrochemicals,Equity,33.05,39.25,31.85,19.30,35.95,36.70
145,500271,MFSL,Max Financial Services Ltd,Active,A,2.0,INE180A01020,Life Insurance,Equity,548.50,591.15,445.25,534.70,673.35,726.50
146,500274,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Active,P,10.0,INE839X01015,Pharmaceuticals,Equity,NA,NA,9.80,11.20,7.40,7.70
147,500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.0,INE401C01018,Textiles,Equity,0.91,0.59,0.29,1.05,1.04,1.08
148,500279,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T,1.0,INE831A01028,Consumer Electronics,Equity,13.10,57.30,27.95,7.54,12.16,14.06
149,500280,CENTENKA,CENTURY ENKA LTD.,Active,B,10.0,INE485A01015,Textiles,Equity,273.90,332.60,265.35,179.55,211.30,219.45
150,500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,XT,10.0,INE846D01012,Commodity Chemicals,Equity,33.00,50.10,57.60,30.10,32.15,33.15
151,500285,SPICEJET,SPICEJET LTD.,Active,A,10.0,INE285B01017,Airlines,Equity,57.20,145.95,89.20,112.70,94.95,93.85
152,500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A,2.0,INE083A01026,Pharmaceuticals,Equity,20.30,37.30,22.15,15.55,30.70,30.90
153,500290,MRF,MRF LTD.,Active,A,10.0,INE883A01011,Auto Tyres & Rubber Products,Equity,"48,781.15","72,348.15","67,088.25","66,327.75","75,712.40","80,656.60"
154,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A,10.0,INE578A01017,Cement & Cement Products,Equity,109.75,153.05,152.05,174.85,226.70,235.55
155,500294,NCC,NCC Limited,Active,A,2.0,INE868B01028,Construction & Engineering,Equity,80.45,133.80,88.10,56.00,57.65,62.70
156,500295,VEDL,Vedanta Limited,Active,A,1.0,INE205A01025,Aluminium,Equity,216.30,329.75,202.35,152.50,161.45,182.05
157,500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,T,5.0,INE290A01027,Textiles,Equity,118.80,127.50,90.20,42.25,76.25,89.30
158,500298,NATPEROX,NATIONAL PEROXIDE LTD.,Active,A,10.0,INE585A01020,Commodity Chemicals,Equity,839.70,"2,135.25","4,333.10","1,763.45","1,962.05","2,104.70"
159,500300,GRASIM,GRASIM INDUSTRIES LTD.,Active,A,2.0,INE047A01021,Cement & Cement Products,Equity,861.45,"1,164.05",826.80,743.85,927.05,"1,003.90"
160,500302,PEL,PIRAMAL ENTERPRISES LTD.,Active,A,2.0,INE140A01024,Other Financial Services,Equity,"1,621.05","2,863.95","2,381.85","1,523.50","1,429.60","1,522.75"
161,500304,NIITLTD,NIIT LTD.,Active,A,2.0,INE161A01038,IT Training Services,Equity,80.15,102.65,86.95,93.70,202.20,205.95
162,500306,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X,1.0,INE903A01025,Finance (including NBFCs),Equity,5.78,9.59,5.59,3.35,10.29,11.55
163,500307,NIRLON,NIRLON LTD.,Active,A,10.0,INE910A01012,Misc.Commercial Services,Equity,188.90,222.45,200.00,299.10,279.00,288.15
164,500312,ONGC,Oil and Natural Gas Corporation Ltd,Active,A,5.0,INE213A01029,Exploration & Production,Equity,191.45,194.65,150.20,128.75,93.20,100.65
165,500314,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B,1.0,INE750A01020,Hotels,Equity,22.00,41.70,44.50,33.10,25.45,25.95
166,500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B,10.0,INE142A01012,Investment Companies,Equity,10.08,16.02,9.11,5.00,10.46,12.07
167,500319,INDSUCR,INDIAN SUCROSE LTD.,Active,X,10.0,INE557C01017,Sugar,Equity,30.30,54.65,19.95,17.00,25.10,24.15
168,500325,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A,10.0,INE002A01018,Integrated Oil & Gas,Equity,"1,080.10",921.05,"1,121.05","1,514.10","1,984.65","1,933.05"
169,500327,PILITA,Pil Italica Lifestyle Ltd,Active,B,1.0,INE600A01035,Plastic Products,Equity,11.75,14.25,8.45,5.60,9.92,11.81
170,500330,RAYMOND,RAYMOND LTD.,Active,A,10.0,INE301A01014,Textiles,Equity,492.15,"1,056.00",842.60,669.40,337.55,348.10
171,500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A,1.0,INE318A01026,Specialty Chemicals,Equity,590.10,902.55,"1,107.45","1,387.05","1,765.95","1,819.50"
172,500333,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,X,10.0,INE751B01018,Auto Tyres & Rubber Products,Equity,81.80,181.50,179.80,131.00,248.70,264.05
173,500335,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A,10.0,INE340A01012,Cement & Cement Products,Equity,629.90,"1,150.05",598.70,610.20,721.55,754.50
174,500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,A,10.0,INE335A01012,Diversified,Equity,175.15,393.65,227.35,158.80,361.50,336.90
175,500337,PRIMESECU,PRIME SECURITIES LTD.,Active,B,5.0,INE032B01021,Other Financial Services,Equity,31.80,60.85,43.45,40.80,45.05,44.70
176,500338,PRSMJOHNSN,Prism Johnson Ltd,Active,A,10.0,INE010A01011,Cement & Cement Products,Equity,77.45,112.15,88.90,62.80,88.50,88.50
177,500339,RAIN,Rain Industries Ltd,Active,A,2.0,INE855B01025,Petrochemicals,Equity,54.80,371.00,134.25,98.60,126.50,151.75
178,500343,AMJLAND,AMJ Land Holdings Ltd,Active,B,2.0,INE606A01024,Realty,Equity,20.55,30.00,20.35,19.20,25.50,27.00
179,500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B,10.0,INE609A01010,Telecom Equipment,Equity,40.00,41.65,26.50,13.55,23.65,25.20
180,500350,RSWM,RSWM LTD.,Active,T,10.0,INE611A01016,Textiles,Equity,445.00,383.60,224.40,88.40,138.75,166.70
181,500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B,10.0,INE562B01019,Sugar,Equity,57.75,56.20,22.75,19.20,15.25,17.20
