,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
2287,531952,RIBATEX,RIBA TEXTILES LTD.,Active,X,10.0,INE811H01017,Textiles,Equity,43.10,111.15,118.00,31.00,57.15,61.50
2288,531962,SHREMETAL,SHREE METALLOYS LTD.,Active,XT,10.0,INE914B01012,Finance (including NBFCs),Equity,10.03,10.70,17.20,9.60,16.45,12.95
2289,531968,IITLPROJ,IITL PROJECTS LIMITED,Active,XT,10.0,INE786E01018,Realty,Equity,31.50,20.90,27.90,19.80,26.50,28.00
2290,531971,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,Active,P,10.0,INE167F01018,Textiles,Equity,NA,NA,NA,NA,NA,NA
2291,531972,TRIDETOOL,TRIDENT TOOLS LTD.,Active,Z,10.0,INE179D01018,Other Industrial Goods,Equity,17.15,14.50,12.60,9.03,3.18,3.18
2292,531977,CHLOGIST,CHARTERED LOGISTICS LTD.,Active,X,1.0,INE558F01026,Surface Transportation,Equity,21.30,23.40,6.34,2.90,4.14,4.33
2293,531978,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,B,10.0,INE540G01014,Textiles,Equity,"1,036.20","1,325.65","1,154.05",869.75,845.40,"1,013.70"
2294,531979,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Active,X,10.0,INE227B01019,Aluminium,Equity,98.05,138.45,86.20,42.00,41.50,41.20
2295,531980,SENINFO,Senthil Infotek Ltd,Active,XT,10.0,INE564B01015,IT Consulting & Software,Equity,6.94,7.14,7.00,5.71,4.12,4.32
2296,531982,SPECFOOD,SPECTRUM FOODS LTD.,Active,XT,10.0,INE547C01018,Other Food Products,Equity,48.30,58.35,54.00,34.40,14.55,14.80
2297,531989,DECPO,DECCAN POLYPACKS LTD.,Active,Z,10.0,INE132E01015,Containers & Packaging,Equity,3.84,3.10,2.85,2.49,3.46,3.63
2298,531991,AMRAAGRI,AMRAWORLD AGRICO LTD.,Active,XT,1.0,INE735C01027,Textiles,Equity,0.39,0.24,0.28,0.28,0.38,0.40
2299,531994,AUTOPINS,AUTO PINS (INDIA) LTD.,Active,X,10.0,INE706C01028,Auto Parts & Equipment,Equity,NA,NA,NA,NA,36.80,NA
2300,531996,ODYCORP,ODYSSEY CORPORATION LTD.,Active,X,5.0,INE839E01023,Finance (including NBFCs),Equity,3.37,2.91,1.48,1.45,1.30,1.10
2301,532001,INDCTST,INDUCTO STEEL LTD.,Active,X,10.0,INE146H01018,Iron & Steel/Interm.Products,Equity,28.50,26.85,14.50,16.95,16.10,15.00
2302,532005,SAMINDUS,SAM INDUSTRIES LTD.,Active,X,10.0,INE653D01012,Other Industrial Goods,Equity,5.48,28.10,7.82,8.90,10.15,9.95
2303,532007,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,Active,XT,10.0,INE981C01019,Misc.Commercial Services,Equity,NA,3.64,8.51,7.75,4.86,5.49
2304,532011,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,Active,XT,10.0,INE147C01017,Movies & Entertainment,Equity,11.84,26.65,47.50,16.95,38.20,42.85
2305,532015,GRAVITY,GRAVITY (INDIA) LTD.-$,Active,XT,10.0,INE995A01013,Textiles,Equity,4.19,3.60,2.10,2.02,1.37,1.54
2306,532016,WELLESLEY,WELLESLEY CORPORATION LTD.,Active,Z,10.0,INE176O01011,Realty,Equity,20.50,14.25,7.00,7.00,6.35,NA
2307,532022,FILATFASH,FILATEX FASHIONS LTD.,Active,X,5.0,INE185E01013,Textiles,Equity,4.98,3.54,1.97,4.08,2.44,3.24
2308,532029,SINDHUTRAD,Sindhu Trade Links Limited,Active,XT,10.0,INE325D01017,Misc.Commercial Services,Equity,NA,41.25,123.50,61.00,74.55,89.90
2309,532033,JAINSTUDIO,JAIN STUDIOS LTD.,Active,Z,10.0,INE486B01011,Broadcasting & Cable TV,Equity,6.15,4.17,6.30,1.95,1.80,2.27
2310,532035,UNISTRMU,UNISTAR MULTIMEDIA LTD.,Active,XT,10.0,INE808C01014,Finance (including NBFCs),Equity,3.52,6.70,5.36,2.07,1.71,2.25
2311,532038,EMMSONS,EMMSONS INTERNATIONAL LTD.-$,Active,X,10.0,INE073C01015,Comm.Trading  & Distribution,Equity,10.17,3.93,4.40,3.34,1.15,1.15
2312,532039,ZENOTECH,ZENOTECH LABORATORIES LTD.,Active,X,10.0,INE486F01012,Pharmaceuticals,Equity,37.85,46.10,37.85,26.00,38.25,35.05
2313,532041,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,Active,X,10.0,INE597C01013,IT Software Products,Equity,2.23,0.37,1.03,2.09,4.57,5.07
2314,532042,FRONTCORP,FRONTLINE CORPORATION LTD.,Active,X,10.0,INE092D01013,Surface Transportation,Equity,32.00,12.00,12.00,12.50,11.29,NA
2315,532051,SWELECTES,Swelect Energy Systems Limited-$,Active,B,10.0,INE409B01013,Heavy Electrical Equipment,Equity,318.00,473.65,268.50,116.00,205.50,209.20
2316,532053,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,Active,X,10.0,INE121B01014,Other Financial Services,Equity,49.25,137.35,35.00,23.50,26.15,32.50
2317,532054,KDDL,KDDL LTD.-$,Active,B,10.0,INE291D01011,Other Apparels & Accessories,Equity,197.05,341.65,500.00,314.00,230.75,256.95
2318,532056,ADIEXRE,ADINATH EXIM RESOURCES LTD.,Active,XT,10.0,INE398H01015,Investment Companies,Equity,20.05,20.60,12.90,10.00,7.35,7.55
2319,532057,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Active,XT,10.0,INE516F01016,Finance (including NBFCs),Equity,90.00,74.00,69.00,70.30,40.00,38.00
2320,532067,KILPEST,KILPEST INDIA LTD.,Active,X,10.0,INE994E01018,Agrochemicals,Equity,24.50,110.00,92.75,90.30,353.40,338.60
2321,532070,SUPRBPA,SUPERB PAPERS LTD.,Active,X,10.0,INE311N01016,Paper & Paper Products,Equity,52.00,35.00,14.50,8.82,11.00,11.46
2322,532078,MONIND,Monind Ltd,Active,X,10.0,INE407E01029,Iron & Steel/Interm.Products,Equity,30.40,7.12,9.50,9.22,8.71,10.52
2323,532083,SHKALYN,SHRI KALYAN HOLDINGS LTD.,Active,XT,10.0,INE079N01019,Misc.Commercial Services,Equity,3.00,3.06,NA,3.01,3.07,NA
2324,532090,VANDANA,VANDANA KNITWEAR LTD.,Active,XT,1.0,INE219M01021,Textiles,Equity,0.27,0.22,0.19,0.27,0.43,0.47
2325,532092,SAGARPROD,Sagar Productions Limited,Active,XT,1.0,INE807D01030,Finance (including NBFCs),Equity,12.00,13.50,7.42,11.27,8.21,7.81
2326,532097,MUKANDENGG,MUKAND ENGINEERS LTD.,Active,B,10.0,INE022B01014,Construction & Engineering,Equity,34.40,52.65,23.10,11.56,12.70,14.53
2327,532100,INDOCITY,INDO-CITY INFOTECH LTD.-$,Active,X,10.0,INE456B01014,IT Software Products,Equity,3.80,2.99,2.60,1.95,1.20,1.52
2328,532102,SBECSUG,SBEC SUGAR LTD.,Active,X,10.0,INE948G01019,Sugar,Equity,11.55,7.07,8.71,6.99,8.37,7.80
2329,532105,MEGFI,MEGA FIN (INDIA) LTD.,Active,P,10.0,INE524D01015,Misc.Commercial Services,Equity,NA,8.87,NA,NA,NA,NA
2330,532113,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,Active,X,10.0,INE957E01031,Finance (including NBFCs),Equity,0.19,0.20,0.19,0.80,2.17,2.22
2331,532114,AREALTY,ALCHEMIST REALTY LTD.,Active,XT,2.0,INE646D01024,Realty,Equity,3.25,2.88,1.11,1.10,1.54,1.76
2332,532123,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,Active,B,10.0,INE395A01016,Realty,Equity,3.71,6.78,2.10,1.01,1.20,1.45
2333,532124,RELIABVEN,RELIABLE VENTURES INDIA LTD.,Active,X,10.0,INE419H01019,Hotels,Equity,20.80,18.20,12.83,12.39,8.48,8.97
2334,532134,BANKBARODA,BANK OF BARODA,Active,A,2.0,INE028A01039,Banks,Equity,152.85,160.50,118.85,101.90,61.50,65.55
2335,532138,SMCREDT,SMC CREDITS LTD.,Active,XT,10.0,INE440E01012,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA
2336,532140,MOHITE,Mohite Industries Ltd,Active,X,10.0,INE154B01015,Textiles,Equity,21.55,16.43,13.45,9.12,8.50,8.25
2337,532141,ANDHRACEMT,ANDHRA CEMENTS LTD.,Active,B,10.0,INE666E01012,Cement & Cement Products,Equity,7.36,13.72,5.95,1.99,6.03,6.58
2338,532143,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B,10.0,INE411D01015,Other Food Products,Equity,NA,96.80,68.05,37.10,58.35,58.20
2339,532144,WELCORP,Welspun Corp Limited,Active,A,5.0,INE191B01025,Construction & Engineering,Equity,75.30,135.40,139.00,144.60,133.10,142.65
2340,532145,HOTLSILV,H.S.INDIA LTD.,Active,X,10.0,INE731B01010,Hotels,Equity,6.60,13.85,9.68,6.33,4.81,4.36
2341,532149,BANKINDIA,BANK OF INDIA,Active,A,10.0,INE084A01016,Banks,Equity,107.20,169.70,104.05,70.45,48.65,50.90
2342,532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B,10.0,INE681B01017,Healthcare Facilities,Equity,51.90,65.30,39.05,39.50,57.10,58.75
2343,532154,SUNSHINE,SUN AND SHINE WORLDWIDE LTD.,Active,XT,10.0,INE560F01014,Misc.Commercial Services,Equity,4.45,2.70,2.80,2.41,2.63,3.32
2344,532155,GAIL,GAIL (INDIA) LTD.,Active,A,10.0,INE129A01019,Utilities:Non-Elec.,Equity,437.95,497.20,360.45,121.05,123.35,132.70
2345,532156,VAIBHAVGBL,Vaibhav Global Ltd,Active,A,10.0,INE884A01019,Other Apparels & Accessories,Equity,279.00,727.15,719.30,829.30,"2,448.25","2,671.10"
2346,532159,TRESCON,Trescon Ltd,Active,X,10.0,INE088D01011,Other Financial Services,Equity,NA,NA,66.50,70.00,71.35,69.45
2347,532160,GUJSTATFIN,Gujarat State Financial Corporation,Active,T,10.0,INE944A01011,Financial Institutions,Equity,3.57,3.70,1.56,0.79,2.65,3.46
2348,532162,JKPAPER,JK PAPER LTD.,Active,A,10.0,INE789E01012,Paper & Paper Products,Equity,85.40,136.85,151.95,124.15,106.35,128.30
2349,532163,SAREGAMA,SAREGAMA INDIA LTD.,Active,A,10.0,INE979A01017,Movies & Entertainment,Equity,216.05,835.75,598.90,433.90,834.40,849.50
2350,532164,MINOLTAF,MINOLTA FINANCE LTD.,Active,Z,10.0,INE514C01018,Finance (including NBFCs),Equity,0.61,0.56,1.15,1.82,1.34,1.22
2351,532172,ADROITINFO,Adroit Infotech Ltd,Active,T,10.0,INE737B01033,IT Consulting & Software,Equity,63.75,49.55,19.10,8.74,10.18,11.13
2352,532173,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Active,B,10.0,INE214A01019,IT Software Products,Equity,81.20,82.35,41.80,45.45,164.90,145.55
2353,532174,ICICIBANK,ICICI BANK LTD.,Active,A,2.0,INE090A01021,Banks,Equity,255.30,314.00,360.00,538.75,534.80,542.10
2354,532175,CYIENT,Cyient Limited,Active,A,5.0,INE136B01020,IT Consulting & Software,Equity,499.30,579.20,619.05,409.45,512.40,535.50
2355,532178,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A,5.0,INE510A01028,Consulting Services,Equity,150.80,199.60,125.40,98.95,78.30,80.10
2356,532180,DHANBANK,Dhanlaxmi Bank Limited,Active,B,10.0,INE680A01011,Banks,Equity,22.75,29.95,16.85,14.50,14.51,14.07
2357,532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A,2.0,INE131A01031,Coal,Equity,91.75,166.65,89.20,61.45,52.60,59.20
2358,532183,GAYATRI,GAYATRI SUGARS LTD.,Active,XT,10.0,INE622E01023,Sugar,Equity,9.89,10.16,2.81,0.88,1.98,2.43
2359,532187,INDUSINDBK,INDUSIND BANK LTD.,Active,A,10.0,INE095A01012,Banks,Equity,"1,107.45","1,650.25","1,599.05","1,510.60",894.95,939.05
2360,532189,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,A,10.0,INE353K01014,Hotels,Equity,212.80,516.60,336.90,314.00,325.95,337.75
2361,532209,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A,1.0,INE168A01041,Banks,Equity,59.70,78.45,37.70,29.90,23.10,26.55
2362,532210,CUB,CITY UNION BANK LTD.,Active,A,1.0,INE491A01021,Banks,Equity,129.00,179.90,194.60,234.50,180.30,184.90
2363,532212,ARCHIES,ARCHIES LTD.,Active,B,2.0,INE731A01020,Gift Articles-Toys & Cards,Equity,23.15,46.45,31.60,18.30,14.01,14.46
2364,532215,AXISBANK,AXIS BANK LTD.,Active,A,2.0,INE238A01034,Banks,Equity,450.00,562.40,619.80,754.00,620.35,672.80
2365,532216,HBSTOCK,HB STOCKHOLDINGS LTD.,Active,T,10.0,INE550B01022,Finance (including NBFCs),Equity,16.15,50.30,9.62,7.75,6.50,6.46
2366,532217,SIELFNS,SIEL FINANCIAL SERVICES LTD.,Active,XT,10.0,INE027F01014,Other Financial Services,Equity,19.20,14.95,14.21,1.71,1.80,1.81
2367,532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A,1.0,INE683A01023,Banks,Equity,19.55,31.05,15.55,10.11,9.03,9.22
2368,532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B,10.0,INE306C01019,Electric Utilities,Equity,77.85,34.65,10.80,6.09,10.38,12.56
2369,532221,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A,1.0,INE269A01021,IT Consulting & Software,Equity,193.00,278.65,303.80,309.25,394.30,429.15
2370,532230,BENGALT,BENGAL TEA & FABRICS LTD.,Active,X,10.0,INE665D01016,Textiles,Equity,49.25,65.80,52.55,27.15,37.70,37.60
2371,532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A,5.0,INE139A01034,Aluminium,Equity,64.95,85.95,65.75,43.65,43.10,47.85
2372,532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B,5.0,INE092B01025,Auto Parts & Equipment,Equity,487.45,"1,146.10",445.20,363.80,347.45,369.50
2373,532256,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B,10.0,INE023A01030,Finance (including NBFCs),Equity,759.90,"1,452.85","1,152.95",740.70,942.65,998.00
2374,532259,APARINDS,APAR INDUSTRIES LTD.,Active,A,10.0,INE372A01015,Other Elect.Equip./ Prod.,Equity,574.75,810.60,664.80,390.00,350.20,358.30
2375,532262,TCIIND,TCI INDUSTRIES LTD.,Active,XT,10.0,INE920B01019,Misc.Commercial Services,Equity,"1,150.00","1,130.15",695.00,680.00,546.65,660.95
2376,532268,ACCELYA,Accelya Solutions India Ltd,Active,A,10.0,INE793A01012,IT Consulting & Software,Equity,"1,439.15","1,430.65",938.90,"1,071.95",943.10,968.50
2377,532271,CYBERMAT,CYBERMATE INFOTEK LTD.,Active,Z,2.0,INE215B01022,IT Software Products,Equity,1.64,3.80,2.33,1.41,1.08,1.39
2378,532281,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A,2.0,INE860A01027,IT Consulting & Software,Equity,827.40,890.65,962.55,568.25,945.95,994.45
2379,532282,CASTEXTECH,Castex Technologies Ltd-$,Active,T,2.0,INE068D01021,Auto Parts & Equipment,Equity,8.46,7.28,1.28,0.37,0.48,0.58
2380,532284,TCFCFINQ,TCFC FINANCE LTD.,Active,X,10.0,INE389D01013,Other Financial Services,Equity,32.00,35.60,30.55,23.95,25.10,24.00
2381,532285,GEOJITFSL,Geojit Financial Services Ltd,Active,B,1.0,INE007B01023,Other Financial Services,Equity,34.50,121.55,46.30,28.00,55.50,57.45
2382,532286,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A,1.0,INE749A01030,Iron & Steel/Interm.Products,Equity,69.10,204.95,164.75,167.70,266.05,293.95
2383,532290,BLBLIMITED,BLB LTD.,Active,B,1.0,INE791A01024,Other Financial Services,Equity,6.94,7.78,5.55,4.05,5.80,5.96
2384,532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A,1.0,INE935A01035,Pharmaceuticals,Equity,888.55,595.05,692.25,347.50,493.20,517.60
2385,532300,WOCKPHARMA,WOCKHARDT LTD.,Active,A,5.0,INE049B01025,Pharmaceuticals,Equity,657.70,930.50,524.10,233.85,546.45,517.30
2386,532301,TATACOFFEE,TATA COFFEE LTD.,Active,A,1.0,INE493A01027,Tea & Coffee,Equity,113.15,166.80,97.10,92.20,104.70,106.40
2387,532304,KJMCCORP,KJMC Corporate Advisors (India) Ltd.,Active,X,10.0,INE602C01011,Other Financial Services,Equity,25.20,30.75,23.10,19.00,15.25,16.75
2388,532305,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B,10.0,INE915B01019,Pharmaceuticals,Equity,36.30,76.60,49.45,23.35,61.20,81.90
2389,532307,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Active,Z,10.0,INE817A01019,IT Software Products,Equity,5.48,2.40,1.57,1.92,2.49,3.14
2390,532309,GEPIL,GE Power India Ltd,Active,A,10.0,INE878A01011,Heavy Electrical Equipment,Equity,480.10,729.00,827.65,743.85,288.75,287.65
2391,532310,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,B,5.0,INE879A01019,Containers & Packaging,Equity,14.00,19.05,6.94,5.08,8.18,8.75
2392,532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A,10.0,INE813A01018,Realty,Equity,354.95,456.40,391.95,399.30,364.85,381.00
2393,532320,VAARAD,Vaarad Ventures Ltd,Active,X,1.0,INE418B01048,Finance (including NBFCs),Equity,16.92,18.05,18.30,6.80,3.90,4.08
2394,532321,CADILAHC,CADILA HEALTHCARE LTD.,Active,A,1.0,INE010B01027,Pharmaceuticals,Equity,356.25,433.60,347.55,254.20,476.30,484.90
2395,532323,SHIVACEM,SHIVA CEMENT LTD.,Active,XT,2.0,INE555C01029,Cement & Cement Products,Equity,11.99,29.40,16.30,13.60,19.43,23.00
2396,532324,CINEVISTA,CINEVISTA LTD.,Active,B,2.0,INE039B01026,Movies & Entertainment,Equity,6.18,15.95,6.46,8.90,7.08,6.99
2397,532326,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,B,2.0,INE781A01025,IT Software Products,Equity,151.80,123.90,39.90,26.00,45.20,43.05
2398,532329,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,Active,X,10.0,INE310B01013,IT Software Products,Equity,54.75,74.10,106.15,51.00,86.15,107.75
2399,532330,BIOPAC,BIOPAC INDIA CORPORATION LTD.-$,Active,XT,10.0,INE998A01017,Plastic Products,Equity,17.00,25.80,7.52,1.62,2.09,2.04
2400,532331,AJANTPHARM,AJANTA PHARMA LTD.,Active,A,2.0,INE031B01049,Pharmaceuticals,Equity,"1,783.45","1,486.55","1,185.75",974.85,"1,633.95","1,782.65"
2401,532333,HBPOR,HB PORTFOLIO LTD.,Active,X,10.0,INE638B01025,Other Financial Services,Equity,20.00,43.75,25.65,15.20,20.50,19.55
2402,532334,HBESD,HB ESTATE DEVELOPERS LTD.,Active,X,10.0,INE640B01021,Realty,Equity,10.30,30.35,15.68,9.00,9.97,11.54
2403,532336,BARONINF,BARON INFOTECH LTD.,Active,XT,10.0,INE228B01017,IT Software Products,Equity,0.32,0.32,0.19,0.19,0.32,0.32
2404,532339,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,T,2.0,INE453B01029,IT Training Services,Equity,14.35,18.76,11.00,7.53,9.04,9.44
2405,532340,OMNIAX,OMNI AXS SOFTWARE LTD.,Active,X,10.0,INE369B01019,IT Software Products,Equity,1.58,2.00,1.23,1.36,2.05,2.05
2406,532341,IZMO,IZMO Limited-$,Active,B,10.0,INE848A01014,IT Consulting & Software,Equity,47.20,76.95,68.25,23.15,47.25,46.90
2407,532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A,1.0,INE494B01023,2/3 Wheelers,Equity,360.65,771.30,571.20,468.35,485.55,513.30
2408,532344,SOFTSOL,SOFTSOL INDIA LTD.,Active,X,10.0,INE002B01016,IT Software Products,Equity,38.00,46.25,41.25,24.45,63.20,64.50
2409,532345,GATI,GATI LTD.,Active,A,2.0,INE152B01027,Transportation - Logistics,Equity,113.15,135.55,86.90,58.00,100.80,98.10
2410,532348,SUBEX,SUBEX LTD.,Active,B,5.0,INE754A01055,IT Software Products,Equity,9.24,9.34,5.97,5.90,28.45,26.35
2411,532349,TCI,TRANSPORT CORPORATION OF INDIA LTD.,Active,A,2.0,INE688A01022,Surface Transportation,Equity,149.45,289.90,286.35,266.00,251.35,255.05
2412,532350,PADMALAYAT,PADMALAYA TELEFILMS LTD.,Active,Z,10.0,INE243B01016,Movies & Entertainment,Equity,1.25,5.67,2.44,2.21,3.07,3.20
2413,532351,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Active,B,5.0,INE523B01011,Telecom Cables,Equity,24.15,35.00,24.40,6.74,7.72,8.55
2414,532355,PICTUREHS,PICTUREHOUSE MEDIA LTD.,Active,X,10.0,INE448B01029,Movies & Entertainment,Equity,5.76,7.40,2.30,1.05,0.80,0.96
2415,532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Active,A,1.0,INE256C01024,Sugar,Equity,60.30,77.75,47.95,71.20,71.40,72.05
2416,532357,MUKTAARTS,MUKTA ARTS LTD.,Active,B,5.0,INE374B01019,Movies & Entertainment,Equity,90.60,104.60,41.15,36.30,31.85,32.40
2417,532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,Active,X,2.0,INE309B01023,IT Software Products,Equity,0.22,0.28,0.19,0.19,0.29,0.35
2418,532362,NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Active,X,10.0,INE099E01016,Iron & Steel/Interm.Products,Equity,26.65,41.60,33.95,28.40,30.55,28.40
2419,532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,Active,B,10.0,INE417B01040,IT Consulting & Software,Equity,14.70,51.45,35.90,25.10,65.80,69.75
2420,532366,PNBGILTS,PNB GILTS LTD.,Active,B,10.0,INE859A01011,Finance (including NBFCs),Equity,45.75,47.30,35.50,28.20,44.00,45.70
2421,532368,BCG,Brightcom Group Ltd,Active,B,2.0,INE425B01027,IT Software Products,Equity,8.13,5.61,2.68,6.70,8.55,7.75
2422,532369,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,A,1.0,INE614A01028,Construction Materials,Equity,193.95,290.65,221.90,191.25,225.65,232.50
2423,532370,RAMCOSYS,RAMCO SYSTEMS LTD.,Active,A,10.0,INE246B01019,IT Consulting & Software,Equity,333.35,526.40,273.70,169.40,599.90,720.20
2424,532371,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,Active,T,10.0,INE517B01013,Telecom Services,Equity,6.02,7.06,4.00,2.25,7.97,8.92
2425,532372,VIRINCHI,Virinchi Ltd,Active,X,10.0,INE539B01017,IT Software Products,Equity,64.00,121.50,82.80,33.75,47.40,52.55
2426,532373,WEPSOLN,WEP SOLUTIONS LTD.,Active,X,10.0,INE434B01029,Comm.Trading  & Distribution,Equity,36.40,59.70,26.40,23.10,24.30,25.05
2427,532374,STLTECH,STERLITE TECHNOLOGIES LTD.,Active,A,2.0,INE089C01029,Other Telecom Services,Equity,96.15,291.80,293.40,118.45,182.10,191.90
2428,532375,TIPSINDLTD,TIPS INDUSTRIES LTD.,Active,B,10.0,INE716B01011,Movies & Entertainment,Equity,61.50,117.00,61.65,90.50,317.60,376.65
2429,532376,MRO-TEK,MRO-TEK Realty Ltd,Active,T,5.0,INE398B01018,Telecom Equipment,Equity,59.30,46.05,46.40,34.50,37.05,29.45
2430,532378,UNIVARTS,UNIVERSAL ARTS LTD.,Active,X,10.0,INE464B01018,Movies & Entertainment,Equity,1.54,0.87,0.70,1.24,1.32,1.15
2431,532379,FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.,Active,X,10.0,INE683B01047,IT Software Products,Equity,11.93,15.70,12.40,3.74,6.45,6.52
2432,532380,BABA,BABA ARTS LTD.-$,Active,X,1.0,INE893A01036,Movies & Entertainment,Equity,3.46,2.70,4.24,4.49,8.91,10.24
2433,532382,BALAJITELE,BALAJI TELEFILMS LTD.,Active,A,2.0,INE794B01026,Broadcasting & Cable TV,Equity,84.55,154.50,88.95,51.95,68.20,69.45
2434,532384,TYCHE,TYCHE INDUSTRIES LTD.,Active,X,10.0,INE443B01012,Pharmaceuticals,Equity,69.05,144.00,86.70,82.00,221.80,242.15
2435,532386,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,Active,B,10.0,INE526B01014,IT Software Products,Equity,7.53,92.25,24.00,13.45,10.56,10.95
2436,532387,PNC,PRITISH NANDY COMMUNICATIONS LTD.,Active,B,10.0,INE392B01011,Movies & Entertainment,Equity,25.85,25.25,17.71,15.25,25.42,22.90
2437,532388,IOB,INDIAN OVERSEAS BANK,Active,A,10.0,INE565A01014,Banks,Equity,24.25,22.25,14.93,11.26,10.72,11.09
2438,532390,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,Active,A,2.0,INE586B01026,Hotels,Equity,109.75,176.00,175.40,163.85,131.00,140.95
2439,532391,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,Active,T,10.0,INE808B01016,Medical Equipment,Equity,9.60,9.80,9.11,2.88,5.61,6.28
2440,532392,CREATIVEYE,CREATIVE EYE LTD.,Active,B,5.0,INE230B01021,Movies & Entertainment,Equity,3.80,4.62,2.69,1.02,4.09,3.94
2441,532395,AXISCADES,Axiscades Technologies Ltd,Active,B,5.0,INE555B01013,BPO/KPO,Equity,177.45,200.55,82.50,53.00,55.60,57.70
2442,532397,KONNDOR,Konndor Industries Ltd,Active,XT,10.0,INE971A01014,Paper & Paper Products,Equity,1.95,1.36,1.14,0.95,1.90,1.99
2443,532398,UMESLTD,Usha Martin Education & Solutions Limited,Active,T,1.0,INE240C01028,IT Software Products,Equity,2.82,2.20,1.70,0.95,2.75,3.58
2444,532400,BSOFT,Birlasoft Ltd,Active,A,2.0,INE836A01035,IT Consulting & Software,Equity,134.00,180.40,217.90,70.75,246.90,264.40
2445,532402,USGTECH,USG TECH SOLUTIONS LTD.,Active,X,10.0,INE718B01017,IT Software Products,Equity,3.01,5.25,4.05,2.50,2.06,2.06
2446,532403,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,Active,XT,10.0,INE739B01039,IT Software Products,Equity,2.80,1.70,2.00,3.16,4.00,4.20
2447,532404,7TEC,SAVEN TECHNOLOGIES LTD.,Active,XT,1.0,INE856B01023,IT Software Products,Equity,23.00,25.10,22.30,13.25,46.70,52.45
2448,532406,AVANTEL,AVANTEL LTD.,Active,X,10.0,INE005B01019,Telecom Equipment,Equity,132.95,455.15,230.25,296.65,343.25,385.00
2449,532407,MOSCHIP,Moschip Technologies Ltd,Active,XT,2.0,INE935B01025,IT Software Products,Equity,58.20,37.70,25.80,9.80,16.79,16.45
2450,532408,MEGASOFT,MEGASOFT LTD.,Active,B,10.0,INE933B01012,IT Software Products,Equity,19.95,14.54,7.89,8.00,10.86,11.76
2451,532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,Active,X,2.0,INE330E01023,Other Financial Services,Equity,17.90,55.10,22.40,14.85,10.00,11.51
