,Security Code,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
2001,531092,44.90,65.50,36.40,22.50,20.25,24.00
2002,531099,NA,5.30,1.81,2.87,2.36,2.36
2003,531109,86.95,50.15,51.95,25.15,55.20,51.50
2004,531111,7.00,11.50,9.30,7.31,11.78,14.29
2005,531112,75.00,42.50,51.40,32.50,128.10,128.00
2006,531119,6.00,8.25,8.32,6.78,7.49,NA
2007,531120,76.40,77.85,37.70,14.35,14.71,14.84
2008,531126,1.92,1.82,2.52,1.97,1.15,1.32
2009,531127,101.00,21.80,17.75,8.93,12.51,13.13
2010,531129,44.00,21.60,18.58,14.80,16.24,17.75
2011,531137,0.34,0.75,0.73,0.64,2.33,2.92
2012,531146,288.05,620.80,433.40,341.50,475.75,450.05
2013,531147,365.00,703.15,585.00,372.90,377.80,374.35
2014,531153,21.40,18.76,15.70,3.83,8.58,8.58
2015,531155,6.00,4.70,5.90,5.90,6.51,NA
2016,531156,60.00,51.50,34.70,25.30,29.00,36.75
2017,531157,11.00,17.05,9.12,3.00,5.23,6.98
2018,531158,17.75,53.05,13.67,7.60,5.55,6.77
2019,531161,148.55,125.25,67.30,50.20,121.10,130.85
2020,531162,955.90,"1,312.40",418.20,309.80,424.50,456.85
2021,531163,14.88,17.20,31.80,45.80,41.50,41.50
2022,531164,0.78,0.77,0.74,0.34,0.32,NA
2023,531169,24.65,77.20,48.00,55.00,42.00,43.00
2024,531172,28.95,21.50,15.00,18.75,16.50,16.80
2025,531173,10.05,13.30,10.62,6.43,7.13,7.78
2026,531176,13.15,23.90,19.85,10.55,8.25,8.25
2027,531178,11.95,7.55,8.75,6.17,5.51,5.51
2028,531179,179.35,256.65,405.00,633.00,736.20,714.20
2029,531190,12.75,9.00,14.20,8.85,9.03,9.03
2030,531192,8.44,1.40,1.60,1.57,1.26,1.21
2031,531196,2.95,3.45,2.32,2.56,1.56,1.25
2032,531198,4.11,4.65,3.25,1.02,2.30,2.49
2033,531199,25.80,46.30,35.65,35.00,37.50,38.50
2034,531201,398.95,430.95,310.00,141.00,205.05,204.85
2035,531203,32.50,61.00,58.00,55.10,36.65,44.45
2036,531205,NA,NA,NA,NA,NA,NA
2037,531209,256.30,521.40,378.05,284.70,631.85,618.05
2038,531210,18.65,19.50,9.27,10.00,14.27,12.68
2039,531211,22.80,27.15,10.44,3.07,6.40,6.40
2040,531212,12.41,20.25,17.90,15.75,15.35,19.50
2041,531213,67.25,123.30,92.85,177.40,165.75,174.30
2042,531215,28.85,50.20,33.05,29.55,41.95,52.35
2043,531216,0.83,1.23,1.19,5.10,6.94,8.19
2044,531221,NA,5.79,6.35,4.73,3.70,NA
2045,531223,28.40,34.50,17.35,13.70,20.00,18.30
2046,531225,1.29,1.79,3.36,12.44,28.80,28.20
2047,531227,24.75,18.90,25.05,13.07,9.68,11.19
2048,531228,14.00,12.36,11.77,11.57,11.34,NA
2049,531233,8.13,4.89,5.16,2.80,3.55,3.60
2050,531234,NA,39.75,34.50,92.90,92.75,97.75
2051,531235,5.70,9.55,12.00,13.80,16.00,16.70
2052,531237,7.32,6.75,NA,6.75,3.55,3.57
2053,531241,232.90,360.45,261.65,188.85,178.10,180.90
2054,531246,12.29,11.69,7.89,8.80,12.67,16.94
2055,531252,3.75,5.30,4.30,3.78,6.90,6.90
2056,531253,65.50,125.10,95.85,100.20,98.40,97.55
2057,531254,27.00,31.00,11.41,16.70,19.50,19.50
2058,531255,8.38,29.70,17.15,12.97,16.52,18.55
2059,531257,5.13,4.80,7.70,1.97,5.77,6.61
2060,531259,5.19,7.61,5.51,3.42,5.50,4.51
2061,531260,NA,NA,NA,7.06,51.60,68.95
2062,531265,12.35,10.95,11.49,6.94,6.92,6.58
2063,531266,"1,733.70","2,497.15","1,585.80","1,091.95","1,870.25","1,967.00"
2064,531268,9.50,13.92,14.00,10.10,14.52,17.13
2065,531272,14.48,12.25,6.80,6.00,5.05,4.95
2066,531273,20.65,21.50,14.82,14.29,9.24,9.15
2067,531274,9.40,7.84,8.98,8.53,8.40,7.98
2068,531278,34.95,43.95,35.05,28.95,29.05,28.70
2069,531279,11.31,15.04,19.15,18.55,7.53,7.49
2070,531280,12.39,20.93,5.34,7.90,3.60,3.61
2071,531281,11.50,27.95,21.40,5.25,5.70,6.42
2072,531283,2.86,2.75,2.94,3.20,3.04,NA
2073,531287,48.50,44.80,32.00,34.80,31.00,27.90
2074,531288,6.45,5.74,5.00,4.70,4.02,NA
2075,531289,232.00,211.20,158.10,30.90,41.00,39.00
2076,531297,23.40,50.10,43.70,35.75,39.05,38.05
2077,531300,3.75,3.54,1.54,2.36,3.25,3.49
2078,531301,22.35,8.73,12.39,11.87,11.74,12.00
2079,531304,10.00,10.45,9.50,10.72,16.13,16.80
2080,531306,160.00,449.80,554.00,465.00,365.25,374.95
2081,531307,6.99,3.50,0.49,0.90,9.06,10.17
2082,531310,3.50,7.30,8.06,6.00,6.36,8.49
2083,531314,20.75,31.65,46.00,43.10,36.60,NA
2084,531319,3.23,3.30,3.25,1.95,1.39,1.45
2085,531322,NA,NA,1.14,0.57,0.80,1.05
2086,531323,4.46,4.35,18.75,7.00,3.87,NA
2087,531324,50.00,22.25,16.00,13.97,11.35,12.60
2088,531327,5.00,2.19,2.19,2.40,2.04,1.94
2089,531328,134.50,45.00,8.80,4.85,6.09,5.99
2090,531334,NA,NA,12.26,12.23,4.38,4.33
2091,531335,860.70,"1,041.20","1,362.80","1,470.70","1,988.65","2,067.15"
2092,531336,5.42,7.80,12.97,7.89,5.16,4.67
2093,531337,14.25,21.85,24.40,57.20,15.40,13.80
2094,531338,4.38,7.65,12.75,11.16,9.35,8.90
2095,531339,5.50,6.15,2.47,0.83,1.75,2.20
2096,531340,21.05,20.80,15.15,15.15,7.21,7.57
2097,531341,4.50,3.58,4.25,3.47,2.58,3.14
2098,531343,18.05,15.25,4.50,3.73,1.43,1.63
2099,531344,"1,112.70","1,381.50",687.10,571.90,399.05,442.40
2100,531346,144.30,98.10,57.80,27.00,34.35,34.00
2101,531349,117.30,241.75,159.65,131.75,239.35,233.40
2102,531352,5.19,11.80,5.11,8.97,5.51,6.90
2103,531358,50.00,185.75,84.30,72.25,127.40,120.80
2104,531359,49.50,103.35,177.00,109.00,51.05,53.50
2105,531360,12.20,8.24,7.00,7.14,6.55,6.60
2106,531364,15.75,15.30,14.50,14.61,21.68,28.50
2107,531370,3.96,3.36,6.00,3.23,3.14,3.05
2108,531373,165.50,174.20,65.10,18.60,19.45,22.30
2109,531380,83.65,77.60,64.80,31.75,47.75,56.45
2110,531381,59.80,54.05,34.00,22.00,23.00,25.10
2111,531387,9.85,6.97,6.35,5.72,5.23,5.13
2112,531390,18.90,63.80,24.00,13.75,14.14,16.70
2113,531395,24.55,22.20,17.15,11.26,6.10,6.10
2114,531396,5.29,4.51,2.78,1.47,1.15,1.32
2115,531397,14.80,21.20,9.20,6.24,5.10,4.85
2116,531398,70.45,85.85,41.20,61.85,169.95,143.75
2117,531400,14.40,32.25,23.10,12.33,20.89,20.25
2118,531402,3.09,10.67,4.15,3.05,2.13,NA
2119,531404,41.35,25.00,6.81,1.51,2.21,2.75
2120,531406,30.00,22.50,26.50,24.05,22.70,21.60
2121,531409,10.56,6.00,6.50,13.40,7.40,6.47
2122,531411,0.49,0.49,0.29,0.19,0.56,0.72
2123,531412,78.85,63.60,55.20,75.20,29.80,39.75
2124,531413,3.36,3.68,3.74,3.90,3.26,3.59
2125,531416,9.24,8.82,10.00,11.90,6.63,6.28
2126,531417,0.83,0.66,0.53,0.23,0.63,0.81
2127,531426,332.80,445.70,258.90,168.80,122.35,138.40
2128,531429,4.75,1.98,2.41,1.72,1.45,1.65
2129,531431,139.50,453.65,416.45,196.95,296.00,349.95
2130,531433,1.83,2.09,1.22,1.08,0.59,0.64
2131,531436,11.04,4.42,5.59,6.94,3.09,3.22
2132,531437,24.95,45.45,37.20,21.50,25.35,26.00
2133,531439,6.44,16.23,16.70,8.41,10.62,11.09
2134,531444,12.50,8.40,5.50,5.70,4.60,4.60
2135,531449,61.50,283.10,239.00,184.00,545.45,567.55
2136,531453,36.85,44.95,8.84,5.07,6.25,6.54
2137,531454,10.08,18.10,20.75,10.29,10.52,11.40
2138,531456,1.72,1.32,0.66,0.35,0.68,0.66
2139,531460,7.13,4.04,1.95,4.29,2.51,2.30
2140,531465,17.25,14.95,14.00,13.70,12.70,12.70
2141,531471,74.40,96.45,25.05,11.82,12.04,10.69
2142,531472,6.98,6.93,16.95,5.15,6.41,7.06
2143,531489,33.25,38.20,55.95,40.50,82.55,91.15
2144,531494,14.50,17.00,27.00,20.00,9.10,11.62
2145,531496,0.76,1.05,1.60,0.78,0.95,0.95
2146,531497,38.15,35.65,6.66,3.45,5.75,5.51
2147,531499,7.28,5.11,3.45,2.77,3.55,3.74
2148,531500,462.25,804.95,570.95,670.00,490.50,484.50
2149,531502,0.82,4.13,0.60,0.56,2.31,2.56
2150,531503,29.95,41.65,56.35,17.85,18.90,16.85
2151,531505,5.23,5.23,5.00,5.00,5.00,NA
2152,531506,8.09,8.00,17.00,17.00,23.60,NA
2153,531508,217.60,438.80,187.15,54.90,211.00,204.60
2154,531509,9.80,10.49,8.56,5.61,4.70,4.92
2155,531512,NA,2.85,24.07,2.85,1.72,1.58
2156,531515,0.58,0.49,0.19,0.19,0.22,0.21
2157,531518,6.30,6.48,3.64,7.90,3.01,3.66
2158,531521,7.50,7.13,5.00,4.29,4.29,NA
2159,531525,19.00,24.30,21.75,19.90,16.36,16.15
2160,531531,362.70,826.10,627.15,588.00,724.20,728.15
2161,531533,6.04,7.18,3.59,3.78,14.00,13.48
2162,531539,18.70,41.75,51.25,22.80,20.10,21.60
2163,531540,28.00,26.15,21.90,21.95,23.30,22.95
2164,531541,11.43,14.25,6.99,3.30,8.73,6.70
2165,531543,177.00,577.55,69.65,63.25,55.15,58.00
2166,531548,491.30,904.65,327.00,213.35,330.15,348.00
2167,531550,5.70,4.00,3.96,2.28,2.36,NA
2168,531552,2.88,3.82,5.04,3.60,3.69,4.69
2169,531553,8.16,5.11,5.36,9.51,10.00,NA
2170,531556,159.25,59.10,15.50,10.99,23.30,23.40
2171,531557,4.43,4.75,NA,3.68,3.76,NA
2172,531560,31.90,45.00,45.00,42.75,34.70,33.00
2173,531568,3.75,1.65,0.82,0.61,0.96,1.11
2174,531574,12.53,12.02,4.95,6.77,2.83,3.74
2175,531578,4.78,4.66,1.72,1.57,3.80,3.43
2176,531582,8.55,2.92,7.39,7.30,6.56,5.11
2177,531583,8.49,7.11,8.24,5.98,10.70,9.89
2178,531585,6.56,3.66,5.47,4.98,2.00,1.84
2179,531591,0.35,2.52,1.71,0.89,1.05,1.38
2180,531592,17.05,45.50,130.70,13.20,10.80,10.04
2181,531594,10.90,6.20,6.50,4.57,4.19,NA
2182,531595,54.75,119.15,127.35,202.70,319.00,339.15
2183,531599,221.20,251.50,172.75,212.20,331.90,328.90
2184,531600,28.45,25.50,51.20,42.00,44.15,48.65
2185,531608,14.15,16.60,24.50,8.21,16.71,17.40
2186,531609,86.25,123.45,77.00,74.90,153.15,148.10
2187,531613,3.79,3.49,3.89,0.75,0.65,0.80
2188,531616,212.70,182.90,216.10,238.65,39.05,39.05
2189,531621,1.46,0.87,1.74,3.35,1.27,1.39
2190,531624,4.09,3.87,2.38,1.80,3.53,4.47
2191,531626,31.60,7.50,7.80,3.35,3.26,3.20
2192,531628,NA,NA,NA,NA,NA,NA
2193,531633,186.70,236.65,225.30,204.70,243.05,240.05
2194,531635,12.23,14.45,9.59,20.11,13.06,13.71
2195,531637,NA,7.86,2.43,4.15,48.60,58.95
2196,531638,39.60,40.55,32.60,33.90,26.50,28.25
2197,531640,19.95,NA,NA,NA,18.85,NA
2198,531642,260.25,322.15,374.45,341.75,402.40,424.55
2199,531644,6.73,7.06,7.00,10.50,10.74,NA
2200,531648,3.96,2.60,1.18,0.57,0.60,0.75
2201,531651,24.75,22.95,24.05,23.80,28.35,NA
2202,531652,9.36,14.25,28.30,18.55,39.90,40.65
2203,531658,1.64,1.69,2.50,2.72,2.73,2.95
2204,531661,4.10,4.89,3.61,5.37,4.00,3.80
2205,531667,6.18,7.49,32.00,24.85,22.35,21.20
2206,531668,1.76,1.02,1.47,0.72,0.90,0.89
2207,531672,8.23,11.20,11.20,13.73,22.60,21.85
2208,531673,21.70,17.80,19.25,19.95,9.39,9.80
2209,531676,11.70,6.42,6.06,9.78,9.75,NA
2210,531677,NA,NA,NA,NA,NA,NA
2211,531680,22.65,22.45,12.60,3.49,4.80,4.12
2212,531681,0.98,0.94,0.86,0.86,0.88,0.92
2213,531687,1.53,1.81,1.44,0.33,0.31,0.37
2214,531688,27.00,76.45,34.65,24.35,27.00,26.60
2215,531692,1.70,0.50,0.54,0.50,0.56,0.57
2216,531694,14.25,20.05,10.39,19.00,10.30,10.84
2217,531716,2.45,3.92,5.56,5.70,4.72,4.49
2218,531717,51.55,103.95,84.50,63.70,127.55,125.70
2219,531719,172.85,302.30,449.45,396.45,350.95,371.75
2220,531726,110.55,94.70,63.35,60.00,88.00,87.55
2221,531727,19.55,35.35,22.00,16.27,16.94,19.90
2222,531735,19.85,NA,NA,19.85,NA,NA
2223,531737,61.70,46.15,4.40,0.59,0.49,0.51
2224,531739,6.17,5.73,3.81,2.61,4.69,5.08
2225,531743,NA,NA,NA,NA,NA,NA
2226,531744,354.80,278.90,79.00,36.10,59.00,58.90
2227,531746,9.93,14.95,8.88,6.40,11.02,10.13
2228,531752,0.33,0.19,0.24,0.22,0.23,0.22
2229,531758,7.69,4.60,7.53,5.92,2.39,2.88
2230,531761,302.90,624.25,425.20,345.20,710.70,706.95
2231,531762,12.13,12.96,8.70,7.85,9.05,8.60
2232,531768,377.95,279.80,221.30,218.00,507.30,511.45
2233,531771,5.00,5.50,5.50,5.77,4.50,4.50
2234,531778,3.00,3.42,2.29,1.57,7.27,NA
2235,531780,5.35,3.05,2.30,1.33,0.83,0.79
2236,531784,1.15,1.05,0.90,0.80,2.14,2.06
2237,531795,407.40,457.55,290.20,251.90,184.35,184.75
2238,531797,NA,NA,3.08,3.50,3.17,NA
2239,531802,17.55,21.30,19.35,21.85,20.95,20.40
2240,531810,50.90,38.00,27.05,27.10,28.65,26.15
2241,531812,0.19,0.19,NA,NA,0.27,0.33
2242,531813,22.20,41.25,83.50,23.15,29.90,35.25
2243,531814,14.35,18.60,18.47,8.06,8.19,8.25
2244,531819,7.37,7.01,NA,NA,7.01,NA
2245,531821,8.17,7.65,8.80,10.18,18.00,19.50
2246,531822,119.00,137.00,128.50,106.00,72.95,75.25
2247,531832,1.93,7.10,5.32,4.07,4.27,3.80
2248,531834,NA,2.99,5.00,0.98,0.51,NA
2249,531841,10.31,11.50,14.00,8.50,4.79,5.03
2250,531842,21.00,27.70,21.00,10.38,15.29,18.40
2251,531845,0.72,0.51,0.60,0.53,0.74,0.80
2252,531846,NA,5.69,13.45,13.40,11.40,12.44
2253,531847,695.00,"1,347.85",738.00,758.00,690.00,675.00
2254,531859,196.45,416.90,55.55,50.50,45.55,47.00
2255,531861,15.54,43.00,21.75,15.55,18.10,18.90
2256,531862,82.50,138.20,108.00,163.15,162.05,158.15
2257,531867,12.59,9.77,6.26,5.50,4.10,4.15
2258,531869,43.05,64.70,48.15,17.07,14.75,23.13
2259,531870,11.55,11.00,12.00,12.60,10.80,11.30
2260,531878,4.75,4.87,2.35,1.13,2.00,2.43
2261,531879,185.00,206.05,175.50,121.15,115.35,125.40
2262,531881,25.00,19.85,14.65,8.57,18.45,20.60
2263,531882,126.00,113.00,8.29,2.44,3.09,3.61
2264,531885,NA,NA,NA,NA,7.75,NA
2265,531888,70.50,74.75,35.00,22.90,29.10,34.35
2266,531889,1.43,1.64,1.70,1.00,1.69,2.13
2267,531892,17.25,31.40,16.35,16.20,19.17,19.95
2268,531893,3.36,2.73,0.87,1.00,0.75,0.89
2269,531900,29.40,14.75,15.18,7.00,14.90,17.17
2270,531902,NA,NA,NA,14.99,10.35,9.84
2271,531909,5.00,5.55,5.15,6.25,6.51,6.43
2272,531910,3.05,1.27,1.41,1.24,2.15,NA
2273,531911,21.35,33.60,33.50,9.31,7.08,7.44
2274,531913,15.13,6.18,6.18,5.70,5.98,NA
2275,531917,1.66,2.37,2.02,0.65,0.82,1.03
2276,531918,NA,NA,NA,NA,NA,NA
2277,531921,340.90,632.00,210.05,81.95,103.50,111.35
2278,531923,16.75,16.25,11.39,14.91,23.45,22.50
2279,531925,233.00,10.26,1.11,0.44,0.80,0.94
2280,531928,5.37,5.43,4.56,4.14,4.10,4.30
2281,531929,2.88,1.29,2.15,1.85,1.81,1.71
2282,531930,5.67,NA,7.21,7.94,8.40,9.26
2283,531931,NA,NA,NA,15.30,16.10,NA
2284,531944,2.73,2.15,3.46,4.00,3.40,3.23
2285,531946,NA,NA,NA,NA,8.75,NA
2286,531950,2.95,2.52,1.94,1.15,0.84,0.80
2287,531952,43.10,111.15,118.00,31.00,57.15,61.50
2288,531962,10.03,10.70,17.20,9.60,16.45,12.95
2289,531968,31.50,20.90,27.90,19.80,26.50,28.00
2290,531971,NA,NA,NA,NA,NA,NA
2291,531972,17.15,14.50,12.60,9.03,3.18,3.18
2292,531977,21.30,23.40,6.34,2.90,4.14,4.33
2293,531978,"1,036.20","1,325.65","1,154.05",869.75,845.40,"1,013.70"
2294,531979,98.05,138.45,86.20,42.00,41.50,41.20
2295,531980,6.94,7.14,7.00,5.71,4.12,4.32
2296,531982,48.30,58.35,54.00,34.40,14.55,14.80
2297,531989,3.84,3.10,2.85,2.49,3.46,3.63
2298,531991,0.39,0.24,0.28,0.28,0.38,0.40
2299,531994,NA,NA,NA,NA,36.80,NA
2300,531996,3.37,2.91,1.48,1.45,1.30,1.10
2301,532001,28.50,26.85,14.50,16.95,16.10,15.00
2302,532005,5.48,28.10,7.82,8.90,10.15,9.95
2303,532007,NA,3.64,8.51,7.75,4.86,5.49
2304,532011,11.84,26.65,47.50,16.95,38.20,42.85
2305,532015,4.19,3.60,2.10,2.02,1.37,1.54
2306,532016,20.50,14.25,7.00,7.00,6.35,NA
2307,532022,4.98,3.54,1.97,4.08,2.44,3.24
2308,532029,NA,41.25,123.50,61.00,74.55,89.90
2309,532033,6.15,4.17,6.30,1.95,1.80,2.27
2310,532035,3.52,6.70,5.36,2.07,1.71,2.25
2311,532038,10.17,3.93,4.40,3.34,1.15,1.15
2312,532039,37.85,46.10,37.85,26.00,38.25,35.05
2313,532041,2.23,0.37,1.03,2.09,4.57,5.07
2314,532042,32.00,12.00,12.00,12.50,11.29,NA
2315,532051,318.00,473.65,268.50,116.00,205.50,209.20
2316,532053,49.25,137.35,35.00,23.50,26.15,32.50
2317,532054,197.05,341.65,500.00,314.00,230.75,256.95
2318,532056,20.05,20.60,12.90,10.00,7.35,7.55
2319,532057,90.00,74.00,69.00,70.30,40.00,38.00
2320,532067,24.50,110.00,92.75,90.30,353.40,338.60
2321,532070,52.00,35.00,14.50,8.82,11.00,11.46
2322,532078,30.40,7.12,9.50,9.22,8.71,10.52
2323,532083,3.00,3.06,NA,3.01,3.07,NA
2324,532090,0.27,0.22,0.19,0.27,0.43,0.47
2325,532092,12.00,13.50,7.42,11.27,8.21,7.81
2326,532097,34.40,52.65,23.10,11.56,12.70,14.53
2327,532100,3.80,2.99,2.60,1.95,1.20,1.52
2328,532102,11.55,7.07,8.71,6.99,8.37,7.80
2329,532105,NA,8.87,NA,NA,NA,NA
2330,532113,0.19,0.20,0.19,0.80,2.17,2.22
2331,532114,3.25,2.88,1.11,1.10,1.54,1.76
2332,532123,3.71,6.78,2.10,1.01,1.20,1.45
2333,532124,20.80,18.20,12.83,12.39,8.48,8.97
2334,532134,152.85,160.50,118.85,101.90,61.50,65.55
2335,532138,NA,NA,NA,NA,NA,NA
2336,532140,21.55,16.43,13.45,9.12,8.50,8.25
2337,532141,7.36,13.72,5.95,1.99,6.03,6.58
2338,532143,NA,96.80,68.05,37.10,58.35,58.20
2339,532144,75.30,135.40,139.00,144.60,133.10,142.65
2340,532145,6.60,13.85,9.68,6.33,4.81,4.36
2341,532149,107.20,169.70,104.05,70.45,48.65,50.90
2342,532150,51.90,65.30,39.05,39.50,57.10,58.75
2343,532154,4.45,2.70,2.80,2.41,2.63,3.32
2344,532155,437.95,497.20,360.45,121.05,123.35,132.70
2345,532156,279.00,727.15,719.30,829.30,"2,448.25","2,671.10"
2346,532159,NA,NA,66.50,70.00,71.35,69.45
2347,532160,3.57,3.70,1.56,0.79,2.65,3.46
2348,532162,85.40,136.85,151.95,124.15,106.35,128.30
2349,532163,216.05,835.75,598.90,433.90,834.40,849.50
2350,532164,0.61,0.56,1.15,1.82,1.34,1.22
2351,532172,63.75,49.55,19.10,8.74,10.18,11.13
2352,532173,81.20,82.35,41.80,45.45,164.90,145.55
2353,532174,255.30,314.00,360.00,538.75,534.80,542.10
2354,532175,499.30,579.20,619.05,409.45,512.40,535.50
2355,532178,150.80,199.60,125.40,98.95,78.30,80.10
2356,532180,22.75,29.95,16.85,14.50,14.51,14.07
2357,532181,91.75,166.65,89.20,61.45,52.60,59.20
2358,532183,9.89,10.16,2.81,0.88,1.98,2.43
2359,532187,"1,107.45","1,650.25","1,599.05","1,510.60",894.95,939.05
2360,532189,212.80,516.60,336.90,314.00,325.95,337.75
2361,532209,59.70,78.45,37.70,29.90,23.10,26.55
2362,532210,129.00,179.90,194.60,234.50,180.30,184.90
2363,532212,23.15,46.45,31.60,18.30,14.01,14.46
2364,532215,450.00,562.40,619.80,754.00,620.35,672.80
2365,532216,16.15,50.30,9.62,7.75,6.50,6.46
2366,532217,19.20,14.95,14.21,1.71,1.80,1.81
2367,532218,19.55,31.05,15.55,10.11,9.03,9.22
2368,532219,77.85,34.65,10.80,6.09,10.38,12.56
2369,532221,193.00,278.65,303.80,309.25,394.30,429.15
2370,532230,49.25,65.80,52.55,27.15,37.70,37.60
2371,532234,64.95,85.95,65.75,43.65,43.10,47.85
2372,532240,487.45,"1,146.10",445.20,363.80,347.45,369.50
2373,532256,759.90,"1,452.85","1,152.95",740.70,942.65,998.00
2374,532259,574.75,810.60,664.80,390.00,350.20,358.30
2375,532262,"1,150.00","1,130.15",695.00,680.00,546.65,660.95
2376,532268,"1,439.15","1,430.65",938.90,"1,071.95",943.10,968.50
2377,532271,1.64,3.80,2.33,1.41,1.08,1.39
2378,532281,827.40,890.65,962.55,568.25,945.95,994.45
2379,532282,8.46,7.28,1.28,0.37,0.48,0.58
2380,532284,32.00,35.60,30.55,23.95,25.10,24.00
2381,532285,34.50,121.55,46.30,28.00,55.50,57.45
2382,532286,69.10,204.95,164.75,167.70,266.05,293.95
2383,532290,6.94,7.78,5.55,4.05,5.80,5.96
2384,532296,888.55,595.05,692.25,347.50,493.20,517.60
2385,532300,657.70,930.50,524.10,233.85,546.45,517.30
2386,532301,113.15,166.80,97.10,92.20,104.70,106.40
2387,532304,25.20,30.75,23.10,19.00,15.25,16.75
2388,532305,36.30,76.60,49.45,23.35,61.20,81.90
2389,532307,5.48,2.40,1.57,1.92,2.49,3.14
2390,532309,480.10,729.00,827.65,743.85,288.75,287.65
2391,532310,14.00,19.05,6.94,5.08,8.18,8.75
2392,532313,354.95,456.40,391.95,399.30,364.85,381.00
2393,532320,16.92,18.05,18.30,6.80,3.90,4.08
2394,532321,356.25,433.60,347.55,254.20,476.30,484.90
2395,532323,11.99,29.40,16.30,13.60,19.43,23.00
2396,532324,6.18,15.95,6.46,8.90,7.08,6.99
2397,532326,151.80,123.90,39.90,26.00,45.20,43.05
2398,532329,54.75,74.10,106.15,51.00,86.15,107.75
2399,532330,17.00,25.80,7.52,1.62,2.09,2.04
2400,532331,"1,783.45","1,486.55","1,185.75",974.85,"1,633.95","1,782.65"
2401,532333,20.00,43.75,25.65,15.20,20.50,19.55
2402,532334,10.30,30.35,15.68,9.00,9.97,11.54
2403,532336,0.32,0.32,0.19,0.19,0.32,0.32
2404,532339,14.35,18.76,11.00,7.53,9.04,9.44
2405,532340,1.58,2.00,1.23,1.36,2.05,2.05
2406,532341,47.20,76.95,68.25,23.15,47.25,46.90
2407,532343,360.65,771.30,571.20,468.35,485.55,513.30
2408,532344,38.00,46.25,41.25,24.45,63.20,64.50
2409,532345,113.15,135.55,86.90,58.00,100.80,98.10
2410,532348,9.24,9.34,5.97,5.90,28.45,26.35
2411,532349,149.45,289.90,286.35,266.00,251.35,255.05
2412,532350,1.25,5.67,2.44,2.21,3.07,3.20
2413,532351,24.15,35.00,24.40,6.74,7.72,8.55
2414,532355,5.76,7.40,2.30,1.05,0.80,0.96
2415,532356,60.30,77.75,47.95,71.20,71.40,72.05
2416,532357,90.60,104.60,41.15,36.30,31.85,32.40
2417,532359,0.22,0.28,0.19,0.19,0.29,0.35
2418,532362,26.65,41.60,33.95,28.40,30.55,28.40
2419,532365,14.70,51.45,35.90,25.10,65.80,69.75
2420,532366,45.75,47.30,35.50,28.20,44.00,45.70
2421,532368,8.13,5.61,2.68,6.70,8.55,7.75
2422,532369,193.95,290.65,221.90,191.25,225.65,232.50
2423,532370,333.35,526.40,273.70,169.40,599.90,720.20
2424,532371,6.02,7.06,4.00,2.25,7.97,8.92
2425,532372,64.00,121.50,82.80,33.75,47.40,52.55
2426,532373,36.40,59.70,26.40,23.10,24.30,25.05
2427,532374,96.15,291.80,293.40,118.45,182.10,191.90
2428,532375,61.50,117.00,61.65,90.50,317.60,376.65
2429,532376,59.30,46.05,46.40,34.50,37.05,29.45
2430,532378,1.54,0.87,0.70,1.24,1.32,1.15
2431,532379,11.93,15.70,12.40,3.74,6.45,6.52
2432,532380,3.46,2.70,4.24,4.49,8.91,10.24
2433,532382,84.55,154.50,88.95,51.95,68.20,69.45
2434,532384,69.05,144.00,86.70,82.00,221.80,242.15
2435,532386,7.53,92.25,24.00,13.45,10.56,10.95
2436,532387,25.85,25.25,17.71,15.25,25.42,22.90
2437,532388,24.25,22.25,14.93,11.26,10.72,11.09
2438,532390,109.75,176.00,175.40,163.85,131.00,140.95
2439,532391,9.60,9.80,9.11,2.88,5.61,6.28
2440,532392,3.80,4.62,2.69,1.02,4.09,3.94
2441,532395,177.45,200.55,82.50,53.00,55.60,57.70
2442,532397,1.95,1.36,1.14,0.95,1.90,1.99
2443,532398,2.82,2.20,1.70,0.95,2.75,3.58
2444,532400,134.00,180.40,217.90,70.75,246.90,264.40
2445,532402,3.01,5.25,4.05,2.50,2.06,2.06
2446,532403,2.80,1.70,2.00,3.16,4.00,4.20
2447,532404,23.00,25.10,22.30,13.25,46.70,52.45
2448,532406,132.95,455.15,230.25,296.65,343.25,385.00
2449,532407,58.20,37.70,25.80,9.80,16.79,16.45
2450,532408,19.95,14.54,7.89,8.00,10.86,11.76
2451,532410,17.90,55.10,22.40,14.85,10.00,11.51
2452,532413,23.00,40.30,28.10,23.95,33.95,36.20
2453,532416,17.85,18.25,24.85,10.12,6.26,6.30
2454,532419,100.55,111.65,86.00,83.90,88.35,88.35
2455,532424,"1,511.80",999.25,813.65,684.80,740.15,750.40
2456,532425,4.11,3.00,3.59,2.04,2.60,2.90
2457,532430,391.65,506.10,216.00,315.90,290.75,298.60
2458,532432,"1,940.75","3,671.15",634.80,599.35,577.40,631.00
2459,532435,3.41,7.94,15.17,49.50,93.40,93.80
2460,532439,26.70,198.05,233.45,174.90,135.85,136.20
2461,532440,672.05,640.25,483.65,469.20,365.15,373.40
2462,532441,7.15,6.17,5.74,4.75,1.43,1.33
2463,532443,"2,031.50","3,721.35","2,365.85","2,691.55","3,390.00","3,548.80"
2464,532444,0.78,0.72,0.86,0.49,0.33,0.38
2465,532454,305.35,529.40,312.90,455.80,509.30,540.25
