,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
2089,531328,KRETTOSYS,Kretto Syscon Ltd,Active,XT,10.0,INE128R01015,Healthcare Supplies,Equity,3.69,3.30,5.20,3.68,2.80,6.09,6.10
2090,531334,VIKALPS,VIKALP SECURITIES LTD.,Active,XT,10.0,INE186E01011,Diversified Commercial Services,Equity,NA,12.23,12.35,6.33,5.40,4.38,4.50
2091,531335,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A,10.0,INE768C01010,Packaged Foods,Equity,"1,607.35","1,616.00","1,840.30","1,870.75","1,860.30","1,988.65","2,018.10"
2092,531336,AUROCOK,AUROMA COKE LTD.,Active,XT,10.0,INE662I01012,Coal,Equity,6.66,6.30,5.20,4.70,4.90,5.16,4.89
2093,531337,JUMPNET,Jump Networks Ltd,Active,B,5.0,INE974C01022,Other Financial Services,Equity,75.85,94.75,95.05,39.10,20.10,15.40,13.55
2094,531338,MILESTONE,MILESTONE GLOBAL LTD.,Active,X,10.0,INE151H01018,Construction Materials,Equity,9.80,9.84,9.35,NA,NA,NA,8.90
2095,531339,JAIHINDPRO,JAIHIND PROJECTS LTD.,Active,Z,10.0,INE343D01010,Construction & Engineering,Equity,1.69,1.09,0.83,0.94,1.13,1.75,2.20
2096,531340,BERVINL,BERVIN INVESTMENT & LEASING LTD.,Active,XT,10.0,INE348I01018,Other Financial Services,Equity,8.80,9.50,9.10,6.37,6.60,7.21,7.57
2097,531341,GUJINV,GUJARAT INVESTA LTD.,Active,X,10.0,INE373D01017,Finance (including NBFCs),Equity,3.54,3.17,2.34,1.41,1.47,2.58,3.15
2098,531343,INDINFRA,INDIA INFRASPACE LTD.,Active,X,10.0,INE954M01031,Diversified Commercial Services,Equity,1.57,1.89,1.45,1.44,1.58,1.43,1.71
2099,531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A,5.0,INE111A01025,Transport Related Services,Equity,451.20,392.80,365.25,390.80,404.55,399.05,439.50
2100,531346,EASTRED,EASTERN TREADS LTD.,Active,X,10.0,INE500D01015,Auto Tyres & Rubber Products,Equity,25.15,33.20,33.30,35.00,34.90,34.35,32.40
2101,531349,PANACEABIO,PANACEA BIOTEC LTD.,Active,A,1.0,INE922B01023,Biotechnology,Equity,215.80,186.70,184.45,174.10,200.85,239.35,227.85
2102,531352,PEETISEC,PEETI SECURITIES LTD.,Active,XT,10.0,INE328D01011,Textiles,Equity,6.50,6.45,6.45,6.44,6.44,5.51,7.24
2103,531358,CHOICEIN,CHOICE INTERNATIONAL LTD.,Active,X,10.0,INE102B01014,Finance (including NBFCs),Equity,119.65,127.00,113.85,116.05,125.40,127.40,119.20
2104,531359,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,X,10.0,INE777G01012,Asset Management Cos.,Equity,74.00,74.00,59.85,49.75,49.45,51.05,56.15
2105,531360,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Active,X,10.0,INE427D01011,Misc.Commercial Services,Equity,6.35,NA,6.80,6.60,NA,6.55,6.60
2106,531364,PARAMONE,Paramone Concepts Ltd,Active,XT,10.0,INE005E01013,Construction & Engineering,Equity,9.50,9.35,9.35,10.74,13.00,21.68,29.90
2107,531370,SPARCSYS,SPARC SYSTEMS LTD.,Active,XT,10.0,INE960B01015,IT Consulting & Software,Equity,4.85,3.44,2.95,2.54,3.06,3.14,3.20
2108,531373,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,T,10.0,INE319B01014,Hotels,Equity,14.50,14.94,13.23,13.50,14.17,19.45,22.00
2109,531380,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Active,X,10.0,INE405H01018,Medical Equipment,Equity,32.00,39.60,39.25,35.50,40.65,47.75,58.30
2110,531381,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,B,10.0,INE413D01011,Realty,Equity,15.90,18.45,17.10,17.20,17.20,23.00,23.00
2111,531387,HASTIFIN,HASTI FINANCE LTD.,Active,X,10.0,INE671D01014,Finance (including NBFCs),Equity,4.00,3.78,3.71,4.52,4.79,5.23,5.13
2112,531390,UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.,Active,X,10.0,INE890B01014,Finance (including NBFCs),Equity,9.82,10.26,10.62,11.80,13.46,14.14,17.40
2113,531395,PADAMCO,PADAM COTTON YARNS LTD.,Active,XT,10.0,INE448D01017,Textiles,Equity,9.80,8.25,7.50,5.83,5.54,6.10,6.10
2114,531396,WOMENNET,WOMEN NETWORKS LTD.,Active,X,10.0,INE905B01010,IT Software Products,Equity,NA,NA,NA,NA,1.07,1.15,1.38
2115,531397,POLYCON,POLYCON INTERNATIONAL LTD.,Active,X,10.0,INE262C01014,Containers & Packaging,Equity,5.36,NA,NA,NA,NA,5.10,4.85
2116,531398,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Active,X,10.0,INE679C01027,Pharmaceuticals,Equity,67.10,171.30,123.05,125.50,168.15,169.95,141.00
2117,531400,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B,6.0,INE326B01027,Other Financial Services,Equity,10.02,12.58,11.22,12.95,16.10,20.89,20.25
2118,531402,LWSKNIT,LWS KNITWEAR LTD.,Active,XT,10.0,INE281M01013,Comm.Trading  & Distribution,Equity,1.87,1.94,2.03,1.85,NA,2.13,NA
2119,531404,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,Active,Z,10.0,INE871B01014,Electronic Components,Equity,1.71,2.38,2.74,2.23,2.16,2.21,2.62
2120,531406,ANSINDUS,ANS Industries Ltd,Active,XT,10.0,INE234J01018,Non-alcoholic Beverages,Equity,24.05,NA,23.00,22.85,22.70,22.70,21.60
2121,531409,ALCHCORP,ALCHEMIST CORPORATION LTD.,Active,X,10.0,INE057D01016,Commodity Chemicals,Equity,6.50,6.50,5.04,6.50,7.00,7.40,6.16
2122,531411,TUNITEX,TUNI TEXTILE MILLS LTD.,Active,XT,1.0,INE560D01027,Textiles,Equity,0.28,0.30,0.52,0.31,0.35,0.56,0.75
2123,531412,RADIXIND,Radix Industries (India) Limited,Active,XT,10.0,INE576N01014,Personal Products,Equity,61.05,68.15,54.60,39.00,30.45,29.80,41.70
2124,531413,KIRANPR,KIRAN PRINT-PACK LTD.,Active,X,10.0,INE516D01011,Comm.Printing/Stationery,Equity,4.64,3.61,3.62,3.80,NA,3.26,3.42
2125,531416,NARPROP,NARENDRA PROPERTIES LTD.,Active,X,10.0,INE603F01012,Realty,Equity,13.65,12.10,9.00,10.20,8.69,6.63,6.28
2126,531417,MEGACOR,MEGA CORPORATION LTD.,Active,XT,1.0,INE804B01023,Finance (including NBFCs),Equity,0.45,0.37,0.49,0.82,0.58,0.63,0.85
2127,531426,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,A,10.0,INE107A01015,Paper & Paper Products,Equity,112.60,121.50,104.95,102.35,110.95,122.35,132.20
2128,531429,ADVENT,ADVENT COMPUTER SERVICES LTD.,Active,X,10.0,INE101C01022,IT Software Products,Equity,1.12,1.43,1.11,1.44,1.14,1.45,1.73
2129,531431,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,T,10.0,INE908D01010,Industrial Machinery,Equity,170.20,189.10,179.25,213.85,239.10,296.00,367.40
2130,531433,SUNGOLD,SUNGOLD CAPITAL LTD.,Active,X,10.0,INE271D01013,Finance (including NBFCs),Equity,0.73,0.76,0.73,0.73,0.73,0.59,0.67
2131,531436,SAFFRON,Saffron Industries Limited,Active,XT,10.0,INE474D01013,Paper & Paper Products,Equity,3.71,3.17,1.71,1.68,1.62,3.09,3.28
2132,531437,PWASML,Prakash Woollen & Synthetic Mills Ltd,Active,X,10.0,INE523I01016,Textiles,Equity,20.00,20.75,18.00,17.30,19.40,25.35,25.50
2133,531439,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,Active,B,10.0,INE805A01014,IT Consulting & Software,Equity,7.64,12.51,9.06,8.39,8.54,10.62,11.00
2134,531444,VARDHMAN,Vardhman Concrete Limited,Active,XT,10.0,INE115C01014,Cement & Cement Products,Equity,4.80,4.60,NA,NA,NA,4.60,4.51
2135,531449,GRMOVER,GRM OVERSEAS LTD.,Active,X,10.0,INE192H01012,Other Agricultural Products,Equity,243.40,344.70,325.05,317.00,344.45,545.45,572.05
2136,531453,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,T,10.0,INE954E01012,Textiles,Equity,3.61,3.45,3.41,3.01,3.81,6.25,6.22
2137,531454,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,Active,XT,5.0,INE323D01020,Fibres & Plastics,Equity,9.40,13.44,10.42,12.83,11.09,10.52,10.91
2138,531456,MINAXI,MINAXI TEXTILES LTD.,Active,X,1.0,INE952C01028,Textiles,Equity,0.69,0.69,0.66,0.59,0.56,0.68,0.69
2139,531460,CONTICON,CONTINENTAL CONTROLS LTD.,Active,XT,10.0,INE545B01022,Other Elect.Equip./ Prod.,Equity,1.87,2.58,3.59,3.70,2.05,2.51,2.30
2140,531465,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Active,X,10.0,INE317B01034,Comm.Trading  & Distribution,Equity,12.20,12.20,12.68,12.70,NA,NA,12.70
2141,531471,DUKEOFS,DUKE OFFSHORE LTD.,Active,XT,10.0,INE397G01019,Oil Equipment & Services,Equity,6.80,8.81,8.20,7.14,8.85,12.04,10.90
2142,531472,CYBELEIND,CYBELE INDUSTRIES LTD.,Active,X,10.0,INE183D01010,Other Elect.Equip./ Prod.,Equity,8.00,6.84,8.57,8.66,6.48,6.41,7.10
2143,531489,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,Active,X,10.0,INE084D01010,IT Software Products,Equity,39.30,74.80,84.25,74.95,71.50,82.55,86.05
2144,531494,NAVBLDR,NAVKAR BUILDERS LTD.,Active,X,10.0,INE268H01010,Realty,Equity,6.90,11.21,9.97,9.00,8.39,9.10,12.20
2145,531496,OMKAR,OMKAR OVERSEAS LTD.,Active,X,10.0,INE680D01015,Textiles,Equity,1.10,1.05,1.03,1.00,0.95,0.95,0.95
2146,531497,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,T,1.0,INE378D01032,Construction & Engineering,Equity,2.71,3.14,3.10,2.56,3.23,5.75,5.24
2147,531499,SYBLY,SYBLY INDUSTRIES LTD.-$,Active,XT,10.0,INE080D01042,Textiles,Equity,2.19,1.64,1.56,2.66,3.36,3.55,3.80
2148,531500,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A,1.0,INE343B01030,Other Apparels & Accessories,Equity,456.55,447.25,447.35,461.80,450.85,490.50,484.90
2149,531502,ESARIND,ESAAR (INDIA) LTD.,Active,X,10.0,INE404L01039,Diversified Commercial Services,Equity,0.90,0.97,1.38,1.89,2.01,2.31,2.61
2150,531503,MARIS,MARIS SPINNERS LTD.-$,Active,XT,10.0,INE866D01010,Textiles,Equity,7.75,14.73,19.09,34.75,34.50,18.90,16.90
2151,531505,INDERGR,INDERGIRI FINANCE LTD.,Active,X,10.0,INE628F01019,Finance (including NBFCs),Equity,NA,5.00,NA,NA,NA,NA,NA
2152,531506,SKRABUL,SHUKRA BULLIONS LTD.,Active,X,10.0,INE561E01015,Diversified Commercial Services,Equity,22.45,NA,NA,NA,23.60,23.60,NA
2153,531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,A,5.0,INE128A01029,Non-Durable Household Prod.,Equity,131.00,133.65,144.50,135.50,175.35,211.00,198.35
2154,531509,STEP2COR,STEP TWO CORPORATION LTD.,Active,XT,10.0,INE623D01015,Other Financial Services,Equity,10.65,NA,9.14,8.69,8.26,4.70,5.16
2155,531512,ORIENTTR,ORIENT TRADELINK LTD.,Active,XT,2.0,INE681D01021,Movies & Entertainment,Equity,1.26,2.33,1.90,1.89,1.56,1.72,1.63
2156,531515,MAHANIN,MAHAN INDUSTRIES LTD.,Active,XT,10.0,INE735D01033,Comm.Trading  & Distribution,Equity,0.20,0.20,0.22,0.28,0.27,0.22,0.22
2157,531518,VIKASPROP,Vikas Proppant & Granite Ltd,Active,B,1.0,INE767B01022,Other Agricultural Products,Equity,2.89,3.22,2.87,2.36,2.51,3.01,3.48
2158,531521,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,Active,P,10.0,INE971E01016,Pharmaceuticals,Equity,4.29,NA,NA,NA,NA,NA,NA
2159,531525,ACESOFT,ACE SOFTWARE EXPORTS LTD.-$,Active,X,10.0,INE849B01010,IT Software Products,Equity,14.80,13.70,12.28,13.95,14.81,16.36,16.20
2160,531531,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A,1.0,INE473B01035,Packaged Foods,Equity,660.20,744.95,780.00,800.25,947.65,724.20,725.40
2161,531533,ECOM,E.COM INFOTECH (I) LTD.,Active,XT,10.0,INE578B01015,IT Consulting & Software,Equity,6.67,6.65,7.00,10.27,13.68,14.00,13.48
2162,531539,RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Active,X,10.0,INE864D01015,Iron & Steel/Interm.Products,Equity,18.65,23.30,20.10,20.55,20.20,20.10,20.95
2163,531540,MAINFRA,MARUTI INFRASTRUCTURE LTD.,Active,X,10.0,INE392G01010,Construction & Engineering,Equity,18.95,18.95,16.00,16.05,17.90,23.30,24.10
2164,531541,KOBO,Kobo Biotech Ltd-$,Active,Z,10.0,INE881A01015,Commodity Chemicals,Equity,3.97,5.30,7.53,5.19,6.65,8.73,6.70
2165,531543,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,B,1.0,INE247D01039,Textiles,Equity,44.70,51.80,48.35,49.25,51.00,55.15,56.95
2166,531548,SOMANYCERA,SOMANY CERAMICS LTD.,Active,A,2.0,INE355A01028,Furniture-Furnishing-Paints,Equity,128.90,161.60,194.00,208.60,280.60,330.15,347.80
2167,531550,JHACC,JHAVERI CREDITS & CAPITAL LTD.,Active,X,10.0,INE865D01012,Other Financial Services,Equity,1.96,1.87,1.96,NA,2.15,2.36,NA
2168,531552,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Active,XT,10.0,INE754B01012,Realty,Equity,2.70,2.93,2.90,3.00,2.65,3.69,4.92
2169,531553,DRL,Disha Resources Ltd,Active,XT,10.0,INE193D01019,Diversified Commercial Services,Equity,NA,9.55,9.55,NA,9.55,10.00,NA
2170,531556,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Active,B,2.0,INE558D01021,Housing Finance,Equity,18.35,21.00,21.20,19.00,19.95,23.30,22.45
2171,531557,AMITSEC,AMIT SECURITIES LTD.,Active,Z,10.0,INE137E01014,Finance (including NBFCs),Equity,3.01,3.00,1.67,2.79,3.59,3.76,NA
2172,531560,AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,Active,Z,10.0,INE371M01012,Diversified Commercial Services,Equity,NA,38.20,38.20,NA,36.50,34.70,33.00
2173,531568,ASHUTPM,ASHUTOSH PAPER MILLS LTD.,Active,X,10.0,INE723K01018,Paper & Paper Products,Equity,0.50,0.63,0.66,0.75,0.80,0.96,1.16
2174,531574,VASINFRA,VAS INFRASTRUCTURE LTD.,Active,XT,10.0,INE192C01013,Realty,Equity,3.09,2.29,2.31,3.17,2.35,2.83,3.92
2175,531578,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,Active,XT,5.0,INE580H01026,Realty,Equity,2.00,1.65,1.62,2.47,2.56,3.80,3.43
2176,531582,BERYLSE,BERYL SECURITIES LTD.,Active,XT,10.0,INE508J01015,Finance (including NBFCs),Equity,6.42,9.98,NA,8.88,7.62,6.56,5.36
2177,531583,RAP,RAP MEDIA LTD.,Active,X,10.0,INE483D01014,Finance (including NBFCs),Equity,3.59,5.59,9.29,18.65,19.90,10.70,9.89
2178,531585,DEVINE,DEVINE IMPEX LTD.,Active,XT,10.0,INE455C01014,Comm.Trading  & Distribution,Equity,3.39,3.58,3.75,3.60,3.19,2.00,1.76
2179,531591,BAMPSL,BAMPSL SECURITIES LTD.,Active,XT,10.0,INE802A01037,Finance (including NBFCs),Equity,0.67,0.82,0.78,0.77,0.84,1.05,1.44
2180,531592,GENPHARMA,Generic Pharmasec Ltd,Active,X,1.0,INE861N01036,Specialty Chemicals,Equity,10.70,10.98,10.90,12.83,12.40,10.80,10.07
2181,531594,INCON,INCON ENGINEERS LTD.,Active,XT,10.0,INE507D01010,Industrial Machinery,Equity,5.02,5.00,4.75,4.52,3.70,4.19,4.01
2182,531595,CGCL,Capri Global Capital Limited,Active,A,2.0,INE180C01026,Finance (including NBFCs),Equity,204.25,219.30,235.15,247.65,291.80,319.00,350.00
2183,531599,FDC,FDC LTD.,Active,A,1.0,INE258B01022,Pharmaceuticals,Equity,298.90,311.55,356.40,343.60,344.00,331.90,329.35
2184,531600,GOGIACAP,Gogia Capital Services Limited,Active,XT,10.0,INE832C01014,Other Financial Services,Equity,40.00,43.90,37.00,38.30,46.45,44.15,48.65
2185,531608,GORANIN,GORANI INDUSTRIES LTD.,Active,X,10.0,INE792J01015,Houseware,Equity,10.45,12.60,12.00,12.25,12.39,16.71,17.40
2186,531609,KGPETRO,KG PETROCHEM LTD.,Active,XT,10.0,INE902G01016,Containers & Packaging,Equity,83.00,90.40,100.00,83.45,148.05,153.15,151.05
2187,531613,MAL,Meyer Apparel Ltd,Active,XT,3.0,INE100C01024,Other Apparels & Accessories,Equity,1.18,0.98,0.88,0.76,0.61,0.65,0.81
2188,531616,STARCOM,Starcom Information Technology Ltd,Active,XT,10.0,INE347I01010,IT Consulting & Software,Equity,50.50,45.65,43.40,41.05,NA,39.05,41.00
2189,531621,CENTERAC,CENTERAC TECHNOLOGIES LTD.,Active,X,1.0,INE157B01026,Internet Software & Services,Equity,1.39,1.41,1.47,1.27,1.10,1.27,1.33
2190,531624,COUNCODOS,COUNTRY CONDO'S LTD.,Active,T,1.0,INE695B01025,Realty,Equity,1.31,1.27,1.20,3.50,2.44,3.53,4.65
2191,531626,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,Active,X,1.0,INE628B01034,Other Apparels & Accessories,Equity,3.10,3.00,3.28,3.30,2.89,3.26,3.20
2192,531628,TEJASSVI,Tejassvi Aaharam Ltd,Active,P,10.0,INE173E01019,Textiles,Equity,NA,NA,NA,NA,NA,NA,NA
2193,531633,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,A,10.0,INE405C01035,Pharmaceuticals,Equity,192.50,220.05,260.35,216.60,241.75,243.05,236.75
2194,531635,SILVOAK,SILVER OAK (INDIA) LTD.,Active,XT,10.0,INE870J01019,Breweries & Distilleries,Equity,9.97,9.01,9.46,12.65,13.40,13.06,13.71
2195,531637,PRAVEG,Praveg Communications (India) Ltd,Active,X,10.0,INE722B01019,Advertising & Media,Equity,42.55,63.95,63.70,47.30,50.45,48.60,56.10
2196,531638,SURAJLTD,SURAJ LTD.-$,Active,X,10.0,INE713C01016,Iron & Steel Products,Equity,26.70,24.65,18.10,17.50,21.05,26.50,29.65
2197,531640,SICL,Suvidha Infraestate Corporation Limited,Active,P,10.0,INE936N01010,Realty,Equity,19.80,NA,19.80,NA,18.85,NA,NA
2198,531642,MARICO,MARICO LTD.,Active,A,1.0,INE196A01026,Personal Products,Equity,363.35,369.15,362.85,356.55,364.95,402.40,429.80
2199,531644,TOKYOFIN,TOKYO FINANCE LTD.,Active,X,10.0,INE546D01018,Finance (including NBFCs),Equity,10.10,11.50,10.05,9.80,9.99,10.74,NA
2200,531648,MAHAVIRIND,Mahavir Industries Limited,Active,XT,5.0,INE987M01023,Copper,Equity,0.46,0.37,0.54,0.84,0.78,0.60,0.72
2201,531651,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Active,XT,10.0,INE654H01011,Iron & Steel/Interm.Products,Equity,27.10,27.10,27.00,27.00,28.35,NA,NA
2202,531652,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Active,XT,10.0,INE528C01018,Finance (including NBFCs),Equity,28.22,30.30,27.20,25.40,24.40,39.90,39.85
2203,531658,TRIJAL,TRIJAL INDUSTRIES LTD.,Active,XT,10.0,INE454E01013,Finance (including NBFCs),Equity,2.52,NA,2.35,2.13,2.10,2.73,3.04
2204,531661,HITTCO,HITTCO TOOLS LTD.,Active,X,10.0,INE863C01019,Industrial Machinery,Equity,NA,5.00,4.90,4.66,4.43,4.00,3.70
2205,531667,RRMETAL,RR MetalMakers India Ltd,Active,X,10.0,INE117K01013,Comm.Trading  & Distribution,Equity,30.25,29.40,27.95,27.95,27.00,22.35,22.25
2206,531668,VISIONCO,VISION CORPORATION LTD.,Active,X,10.0,INE661D01015,Movies & Entertainment,Equity,0.63,0.73,0.70,0.64,0.84,0.90,0.93
2207,531672,INANISEC,INANI SECURITIES LTD.,Active,XT,10.0,INE224C01014,Other Financial Services,Equity,13.69,13.69,20.00,19.50,19.50,22.60,21.85
2208,531673,ANKIN,ANKA INDIA LTD.,Active,X,10.0,INE067C01025,Footwear,Equity,7.40,7.15,8.50,9.82,8.85,9.39,9.80
2209,531676,VAGHANI,VAGHANI TECHNO-BUILD LTD.,Active,XT,10.0,INE554H01021,Packaged Foods,Equity,NA,10.27,9.80,9.31,9.31,9.75,NA
2210,531677,ARISINT,ARIS INTERNATIONAL LTD.,Active,P,10.0,INE588E01026,IT Consulting & Software,Equity,NA,NA,NA,NA,NA,NA,NA
2211,531680,MAYUR,MAYUR LEATHER PRODUCTS LTD.,Active,XT,10.0,INE799E01011,Other Apparels & Accessories,Equity,5.60,5.00,5.35,5.30,5.40,4.80,4.12
2212,531681,AMARDEE,AMRADEEP INDUSTRIES LTD.,Active,XT,1.0,INE673C01020,Plastic Products,Equity,0.84,0.84,0.88,0.88,0.88,NA,0.96
2213,531687,KGL,KARUTURI GLOBAL LTD.,Active,Z,1.0,INE299C01024,Other Agricultural Products,Equity,0.39,0.37,0.24,0.20,0.24,0.31,0.38
2214,531688,PRITHVIEXCH,Prithvi Exchange (India) Ltd,Active,XT,10.0,INE621B01021,Other Financial Services,Equity,19.05,23.25,22.50,19.50,18.90,27.00,26.60
2215,531692,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,Active,XT,10.0,INE593B01030,Hotels,Equity,0.72,0.69,0.66,0.65,0.64,0.56,0.58
2216,531694,RAINBOWF,RAINBOW FOUNDATIONS LTD.,Active,X,10.0,INE230F01014,Realty,Equity,8.20,12.21,14.54,14.54,14.54,10.30,11.38
2217,531716,TRICOMFRU,Tricom Fruit Products Limited,Active,X,10.0,INE843F01014,Other Food Products,Equity,5.10,5.00,4.50,4.50,4.50,4.72,4.49
2218,531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B,1.0,INE632C01026,Specialty Chemicals,Equity,69.80,86.15,122.55,129.50,122.45,127.55,123.20
2219,531719,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Active,X,10.0,INE414D01019,Agrochemicals,Equity,355.00,326.55,311.75,371.45,481.30,350.95,365.30
2220,531726,PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,Active,X,10.0,INE316G01019,Pharmaceuticals,Equity,56.40,79.60,68.75,74.80,70.45,88.00,90.10
2221,531727,MENNPIS,MENON PISTONS LTD.,Active,X,1.0,INE650G01029,Auto Parts & Equipment,Equity,10.29,12.58,11.41,13.61,13.90,16.94,19.75
2222,531735,PRISMFN,PRISM FINANCE LTD.,Active,P,10.0,INE429Q01019,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA,NA
2223,531737,GREENCREST,Greencrest Financial Services Limited,Active,X,1.0,INE414C01029,Diversified Commercial Services,Equity,0.61,0.49,0.49,0.49,0.49,0.49,0.52
2224,531739,GENNEX,GENNEX LABORATORIES LTD.,Active,X,1.0,INE509C01026,Pharmaceuticals,Equity,4.07,4.57,3.96,3.89,4.14,4.69,5.23
2225,531743,HIRAUTO,HIRA AUTOMOBILES LTD.,Active,P,10.0,INE258Z01013,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,NA,NA
2226,531744,GINISILK,GINI SILK MILLS LTD.-$,Active,X,10.0,INE548B01018,Comm.Trading  & Distribution,Equity,45.90,54.00,51.00,56.70,61.40,59.00,58.90
2227,531746,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Active,T,10.0,INE505C01016,Realty,Equity,5.98,6.21,6.11,6.70,6.55,11.02,9.63
2228,531752,SUNTECHNO,SUN TECHNO OVERSEAS LTD.,Active,XT,1.0,INE703D01023,Comm.Trading  & Distribution,Equity,0.23,0.20,0.21,0.20,0.21,0.23,0.21
2229,531758,GKCONS,G.K.CONSULTANTS LTD.,Active,X,10.0,INE131D01019,Finance (including NBFCs),Equity,4.75,3.15,2.54,2.47,2.16,2.39,2.74
2230,531761,APOLLOPIPES,Apollo Pipes Ltd,Active,A,10.0,INE126J01016,Plastic Products,Equity,334.40,389.45,391.80,458.50,658.70,710.70,697.75
2231,531762,UNJHAFOR,UNJHA FORMULATIONS LTD.,Active,X,10.0,INE576D01015,Pharmaceuticals,Equity,6.73,7.80,8.08,7.50,7.15,9.05,9.03
2232,531768,POLYMED,POLY MEDICURE LTD.,Active,A,5.0,INE205C01021,Medical Equipment,Equity,389.90,401.55,457.30,481.20,489.20,507.30,510.80
2233,531771,TOWASOK,TOWA SOKKI LTD.,Active,XT,10.0,INE311M01018,Other Elect.Equip./ Prod.,Equity,NA,6.32,4.72,4.49,4.50,NA,4.50
2234,531778,KACHCHH,KACHCHH MINERALS LTD.,Active,XT,10.0,INE059E01010,Mining,Equity,2.39,4.07,5.88,8.09,8.91,7.27,NA
2235,531780,KACL,Kaiser Corporation Limited,Active,X,1.0,INE229G01022,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,0.83,0.79
2236,531784,KCLINFRA,KCL Infra Projects Ltd,Active,XT,2.0,INE469F01026,Construction & Engineering,Equity,0.92,0.77,0.75,0.95,1.00,2.14,2.02
2237,531795,ATULAUTO,ATUL AUTO LTD.-$,Active,B,5.0,INE951D01028,2/3 Wheelers,Equity,156.10,177.45,169.80,157.10,170.75,184.35,187.35
2238,531797,SCANPRO,SCAN PROJECTS LTD.,Active,XT,10.0,INE393D01015,Cement & Cement Products,Equity,3.17,NA,NA,NA,NA,NA,NA
2239,531802,PRERINFRA,PRERNA INFRABUILD LTD.,Active,X,10.0,INE426H01014,Realty,Equity,10.65,14.16,16.07,19.40,20.60,20.95,20.40
2240,531810,METALCO,METAL COATINGS (INDIA) LTD.,Active,X,10.0,INE161E01014,Iron & Steel Products,Equity,23.20,24.15,25.30,NA,26.00,28.65,27.45
2241,531812,SGNTE,SGN TELECOMS LTD.,Active,XT,1.0,INE266C01023,Other Elect.Equip./ Prod.,Equity,NA,NA,NA,NA,NA,0.27,0.34
2242,531813,GANGAPA,GANGA PAPERS INDIA LTD.,Active,XT,10.0,INE278O01015,Paper & Paper Products,Equity,27.20,32.70,30.65,33.75,29.40,29.90,37.00
2243,531814,TIRSARJ,TIRUPATI SARJAN LTD.,Active,X,5.0,INE297J01023,Realty,Equity,5.22,5.38,5.54,5.79,7.00,8.19,8.24
2244,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Active,XT,10.0,INE414L01012,Comm.Trading  & Distribution,Equity,NA,7.01,NA,NA,NA,NA,NA
2245,531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Active,X,10.0,INE348D01019,Other Financial Services,Equity,14.55,14.50,15.22,15.00,15.20,18.00,20.45
